SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  LFA     	  LFA'		  RV     	  RV'		
 50.35   	 22.28   	 29.62   	 -25.43		  9.73   	   5.09		
 66.53   	 41.81   	 29.52   	 -30.52		  9.75   	   0.00		
 79.35   	 66.53   	 29.40   	 -25.43		  9.75   	   0.00		
 88.81   	 93.69   	 29.30   	 -25.43		  9.75   	 -10.17		
 95.52   	117.80   	 29.20   	 -30.52		  9.70   	   0.00		
100.71   	130.92   	 29.07   	 -25.43		  9.70   	 -10.17		
102.23   	125.43   	 28.97   	 -25.43		  9.66   	 -15.26		
 97.05   	100.71   	 28.87   	 -25.43		  9.60   	 -10.17		
 82.40   	 61.34   	 28.77   	 -25.43		  9.56   	 -10.17		
 58.90   	 17.09   	 28.67   	 -25.43		  9.52   	 -15.26		
 31.43   	-22.28   	 28.57   	 -25.43		  9.46   	 -10.17		
  6.41   	-50.66   	 28.46   	 -25.43		  9.42   	 -15.26		
-12.21   	-65.61   	 28.36   	 -25.43		  9.36   	  -5.09		
-21.36   	-69.27   	 28.26   	 -25.43		  9.34   	 -10.17		
-22.58   	-66.22   	 28.16   	 -30.52		  9.30   	 -10.17		
-19.23   	-62.26   	 28.04   	 -25.43		  9.26   	  -5.09		
-15.87   	-60.73   	 27.93   	 -20.35		  9.24   	   0.00		
-15.56   	-61.95   	 27.85   	 -25.43		  9.24   	  -5.09		
-17.70   	-65.92   	 27.75   	 -25.43		  9.22   	   5.09		
-17.09   	-75.68   	 27.65   	 -25.43		  9.24(E)	   5.09		
  3.05   	-96.13   	 27.55   	 -25.43		  9.26   	  10.17		
 57.98   	-110.17   	 27.45   	 -25.43		  9.30   	  15.26		
131.84   	-77.82   	 27.34   	 -25.43		  9.36   	  20.35		
160.83   	 15.87   	 27.24   	 -25.43		  9.44   	  20.35		
 65.31   	126.34   	 27.14   	 -25.43		  9.52   	  20.35		
-191.04   	161.44   	 27.04   	 -25.43		  9.60   	  50.86		
-788.57   	-168.46   	 26.94   	 -30.52		  9.81   	  25.43		
-805.05   	-360.72   	 26.82   	 -25.43		  9.91   	  25.43		
-567.32   	-391.85(R)	 26.71   	 -25.43		 10.01   	  25.43		
-214.23   	-252.08   	 26.61   	 -25.43		 10.11   	  25.43		
 58.59   	-59.51   	 26.51   	 -30.52		 10.21   	  25.43		
139.47   	 49.44   	 26.39   	 -20.35		 10.32   	  35.61		
 64.39   	 30.21   	 26.31   	 -25.43		 10.46   	  35.61		
-45.47   	-55.85   	 26.21   	 -25.43		 10.60   	  50.86		
-92.16   	-117.49   	 26.10   	 -25.43		 10.80   	  50.86		
-63.17   	-115.66   	 26.00   	 -20.35		 11.01   	  55.95		
 -8.24   	-76.29   	 25.92   	 -20.35		 11.23   	  66.12		
 22.28   	-45.17   	 25.84   	 -25.43		 11.50   	  76.30		
 16.17   	-41.81   	 25.74   	 -20.35		 11.80   	  86.47		
 -5.80   	-55.54   	 25.66   	 -15.26		 12.15   	 106.82		
-20.75   	-68.05   	 25.60   	 -20.35		 12.57   	 116.99		
-20.45   	-70.50   	 25.51   	 -20.35		 13.04   	 137.33		
-10.68   	-65.00   	 25.43   	 -20.35		 13.59   	 157.68		
 -1.22   	-57.07   	 25.35   	 -20.35		 14.22   	 172.94		
  2.75   	-51.27   	 25.27   	 -20.35		 14.91   	 152.59		
  2.14   	-50.35   	 25.19   	 -15.26		 15.52   	 152.59		
  0.31   	-52.49   	 25.13   	 -25.43		 16.13   	 178.03		
  0.00   	-54.02   	 25.03   	 -20.35		 16.85   	 188.20		
  1.22   	-53.10   	 24.94   	 -20.35		 17.60   	 198.37		
  2.44   	-50.66   	 24.86   	 -20.35		 18.39   	 208.54		
  3.05   	-48.83   	 24.78   	 -25.43		 19.23   	 427.26		
  3.05   	-47.91   	 24.68   	 -20.35		 20.94   	 208.54		
  4.27   	-46.39   	 24.60   	 -20.35		 21.77   	 213.63		
  6.10   	-44.25   	 24.52   	 -20.35		 22.62   	 228.89		
  7.32   	-41.50   	 24.44   	 -20.35		 23.54   	 228.89		
  8.54   	-38.76   	 24.35   	 -15.26		 24.46   	 228.89		
  9.16   	-36.01   	 24.29   	 -15.26		 25.37   	 223.80		
  9.46   	-33.26   	 24.23   	 -10.17		 26.27   	 218.72		
  9.16   	-30.82   	 24.19   	  -5.09		 27.14   	 239.06		
  8.24   	-28.69   	 24.17(D)	   5.09		 28.10   	 249.24		
  7.32   	-26.86   	 24.19   	  10.17		 29.09   	 203.46		
  7.32   	-24.41   	 24.23   	  25.43		 29.91   	 157.68		
  7.93   	-21.36   	 24.33   	  40.69		 30.54   	 137.33		
  8.85   	-18.01   	 24.50   	  55.95		 31.09   	 111.90		
  9.16   	-14.95   	 24.72   	  76.30		 31.54   	  91.56		
  8.24   	-12.21   	 25.03   	  96.64		 31.90   	  86.47		
  6.41   	-10.07   	 25.41   	 122.07		 32.25   	  71.21		
  4.88   	 -8.85   	 25.90   	 142.42		 32.53   	  66.12		
  3.97   	 -7.63   	 26.47   	 162.77		 32.80   	  66.12		
  4.27   	 -6.10   	 27.12   	 183.11		 33.06   	  61.04		
  4.58   	 -4.27   	 27.85   	 203.46		 33.31   	  61.04		
  5.19   	 -1.53   	 28.67   	 218.72		 33.55   	  71.21		
  5.80   	  1.83   	 29.54   	 233.98		 33.84   	  71.21		
  7.02   	  5.80   	 30.48   	 249.24		 34.12   	  66.12		
  8.54   	  9.16   	 31.47   	 254.32		 34.38   	  71.21		
  9.77   	 11.60   	 32.49   	 310.27		 34.67   	 142.42		
  7.93   	 13.12   	 33.73   	 305.19		 35.24   	  76.30		
  4.88   	 12.51   	 34.95   	 305.19		 35.54   	  71.21		
  1.83   	 11.90   	 36.17   	 300.10		 35.83   	  66.12		
 -0.61   	 11.60   	 37.38   	 295.01		 36.09   	  71.21		
 -1.83   	 12.82   	 38.56   	 295.01		 36.38   	  71.21		
 -3.05   	 15.26   	 39.74   	 279.75		 36.66   	  55.95		
 -4.58   	 18.92   	 40.85   	 274.67		 36.89   	  61.04		
 -5.80   	 22.28   	 41.95   	 259.41		 37.13   	  50.86		
 -6.10   	 25.33   	 42.99   	 244.15		 37.33   	  45.78		
 -6.10   	 27.77   	 43.97   	 233.98		 37.52   	  45.78		
 -5.80   	 30.21   	 44.90   	 218.72		 37.70   	  35.61		
 -6.71   	 32.65   	 45.78   	 198.37		 37.84   	  30.52		
 -8.24   	 35.40   	 46.57   	 183.11		 37.97   	  30.52		
 -9.77   	 38.76   	 47.30   	 162.77		 38.09   	  25.43		
-10.99   	 42.72   	 47.96   	 147.51		 38.19   	  10.17		
-11.60   	 46.69   	 48.55   	 127.16		 38.23   	  15.26		
-12.82   	 49.74   	 49.05   	 106.82		 38.29   	  10.17		
-14.95   	 52.80   	 49.48   	  91.56		 38.33(S)	   0.00		
-17.09   	 56.76   	 49.85   	  71.21		 38.33   	  -5.09		
-18.62   	 62.87   	 50.13   	  55.95		 38.31   	  -5.09		
-18.31   	 71.72   	 50.36   	  40.69		 38.29   	 -15.26		
-15.87   	 83.62   	 50.52   	  25.43		 38.23   	 -20.35		
-11.60   	 96.44   	 50.62   	  15.26		 38.15   	 -30.52		
 -5.19   	108.34   	 50.68   	   5.09		 38.03   	 -35.61		
  2.75   	117.80   	 50.70(S)	 -15.26		 37.88   	 -86.47		
 21.06   	124.51   	 50.64   	 -20.35		 37.54   	 -55.95		
 28.69   	120.24   	 50.56   	 -35.61		 37.31   	 -61.04		
 33.57   	110.17   	 50.42   	 -35.61		 37.07   	 -71.21		
 36.32   	 96.13   	 50.27   	 -45.78		 36.79   	 -91.56		
 37.54   	 79.65   	 50.09   	 -55.95		 36.42   	-106.82		
 38.15   	 63.78   	 49.87   	 -55.95		 35.99   	-122.07		
 38.76   	 49.74   	 49.64   	 -61.04		 35.50   	-142.42		
 39.37   	 38.15   	 49.40   	 -66.12		 34.93   	-167.85		
 39.06   	 28.69   	 49.14   	 -76.30		 34.26   	-193.29		
 38.15   	 20.14   	 48.83   	 -81.38		 33.49   	-218.72		
 36.32   	 11.90   	 48.50   	 -81.38		 32.61   	-244.15		
 34.18   	  3.97   	 48.18   	 -91.56		 31.64   	-264.50		
 32.35   	 -2.14   	 47.81   	 -91.56		 30.58   	-269.58		
 31.13   	 -6.10   	 47.45   	 -96.64		 29.50   	-295.01		
 30.82   	 -7.32   	 47.06   	-106.82		 28.32   	-325.53		
 30.21   	 -7.32   	 46.63   	-116.99		 27.02   	-325.53		
 29.60   	 -6.71   	 46.16   	-127.16		 25.72   	-330.62		
 28.99   	 -6.71   	 45.66   	-132.25		 24.39   	-366.22		
 28.69   	 -7.02   	 45.13   	-142.42		 22.93   	-381.48		
 29.30   	 -7.32   	 44.56   	-157.68		 21.40   	-361.14		
 31.13   	 -7.02   	 43.93   	-167.85		 19.96   	-350.97		
 33.26   	 -6.10   	 43.26   	-183.11		 18.56   	-345.88		
 35.71   	 -4.58   	 42.52   	-188.20		 17.17   	-335.71		
 36.93   	 -3.36   	 41.77   	-188.20		 15.83   	-315.36		
 36.93   	 -3.05   	 41.02   	-193.29		 14.57   	-300.10		
 36.01   	 -3.36   	 40.24   	-188.20		 13.37   	-274.67		
 35.40   	 -4.88   	 39.49   	-172.94		 12.27   	-249.24		
 35.10   	 -6.41   	 38.80   	-157.68		 11.27   	-233.98		
 35.40   	 -7.32   	 38.17   	-147.51		 10.34   	-198.37		
 35.71   	 -6.71   	 37.58   	-132.25		  9.54   	-167.85		
 36.01   	 -4.88   	 37.05   	-116.99		  8.87   	-147.51		
 36.01   	 -2.75   	 36.58   	-106.82		  8.28   	-122.07		
 35.71   	 -1.22   	 36.15   	 -91.56		  7.79   	 -91.56		
 35.10   	 -1.53   	 35.79   	 -86.47		  7.43   	 -71.21		
 33.87   	 -3.05   	 35.44   	 -81.38		  7.14   	 -50.86		
 32.04   	 -5.19   	 35.12   	 -76.30		  6.94   	 -35.61		
 29.91   	 -6.41   	 34.81   	 -76.30		  6.80   	 -20.35		
 29.30   	 -6.10   	 34.51   	 -71.21		  6.71   	 -10.17		
 30.21   	 -4.27   	 34.22   	 -66.12		  6.67   	  10.17		
 32.65   	 -2.75   	 33.96   	 -71.21		  6.71   	  10.17		
 34.79   	 -2.14   	 33.67   	 -66.12		  6.75   	   5.09		
 35.71   	 -3.05   	 33.41   	 -66.12		  6.78   	   0.00		
 34.48   	 -4.58   	 33.14   	 -61.04		  6.78   	 -10.17		
 31.74   	 -6.10   	 32.90   	 -66.12		  6.73   	 -20.35		
 28.99   	 -7.02   	 32.63   	 -55.95		  6.65   	  -5.09		
 26.86   	 -7.32   	 32.41   	 -61.04		  6.63(D)	  10.17		
 25.63   	 -7.32   	 32.17   	 -55.95		  6.67   	  25.43		
 25.33   	 -7.63   	 31.94   	 -50.86		  6.78   	  35.61		
 25.02   	 -8.54   	 31.74   	 -50.86		  6.92   	  45.78		
 24.41   	 -9.46   	 31.54   	 -50.86		  7.10   	  66.12		
 23.19   	-10.99   	 31.33   	 -45.78		  7.37   	  76.30		
 21.36   	-12.21   	 31.15   	 -45.78		  7.67   	  71.21		
 19.84   	-13.12   	 30.97   	 -40.69		  7.96   	  71.21		
 18.92   	-14.04   	 30.80   	 -40.69		  8.24   	  71.21		
 18.92   	-13.73   	 30.64   	 -35.61		  8.52   	  61.04		
 19.84   	-12.21   	 30.50   	 -35.61		  8.77   	  55.95		
 21.36   	 -9.77   	 30.36   	 -35.61		  8.99   	  40.69		
 22.58   	 -6.71   	 30.21   	 -30.52		  9.16   	  35.61		
 24.41   	 -3.05   	 30.09   	 -25.43		  9.30   	  35.61		
 27.47   	  1.83   	 29.99   	 -30.52		  9.44   	  25.43		
 33.87   	  9.16   	 29.87   	 -30.52		  9.54   	  15.26		
 45.47   	 19.53   	 29.75   	 -25.43		  9.60   	  15.26		
 61.95   	 33.87   	 29.64   	 -25.43		  9.66   	  10.17		
 80.26   	 52.49   	 29.54   	 -25.43		  9.70   	  10.17		
 96.44   	 76.60   	 29.44   	 -30.52		  9.75   	   0.00		
108.34   	104.37   	 29.32   	 -25.43		  9.75   	  -5.09		
115.97   	129.39   	 29.22   	 -25.43		  9.73   	  -5.09		
120.54   	144.04   	 29.11   	 -30.52		  9.70   	  -5.09		
121.77   	141.60   	 28.99   	 -25.43		  9.68   	  -5.09		
116.58   	119.93   	 28.89   	 -30.52		  9.66   	 -15.26		
101.93   	 84.23   	 28.77   	 -25.43		  9.60   	 -10.17		
 77.21   	 41.81   	 28.67   	 -25.43		  9.56   	 -10.17		
 46.69   	  1.83   	 28.57   	 -25.43		  9.52   	 -10.17		
 17.09   	-29.60   	 28.46   	 -25.43		  9.48   	 -10.17		
 -5.19   	-48.83   	 28.36   	 -30.52		  9.44   	 -10.17		
-16.78   	-55.85   	 28.24   	 -20.35		  9.40   	 -15.26		
-18.01   	-54.32   	 28.16   	 -25.43		  9.34   	  -5.09		
-13.43   	-50.05   	 28.06   	 -25.43		  9.32   	  -5.09		
 -8.85   	-47.00   	 27.96   	 -25.43		  9.30   	  -5.09		
 -7.32   	-47.00   	 27.85   	 -20.35		  9.28   	   0.00		
 -8.85   	-49.44   	 27.77   	 -25.43		  9.28(E)	   5.09		
 -9.46   	-57.07   	 27.67   	 -25.43		  9.30   	  10.17		
  4.58   	-75.99   	 27.57   	 -25.43		  9.34   	  10.17		
 51.88   	-96.44   	 27.47   	 -25.43		  9.38   	  10.17		
125.73   	-79.35   	 27.37   	 -25.43		  9.42   	  15.26		
173.65   	  1.83   	 27.26   	 -25.43		  9.48   	  15.26		
114.75   	118.10   	 27.16   	 -25.43		  9.54   	  15.26		
-104.68   	182.80   	 27.06   	 -30.52		  9.60   	  45.78		
-731.81   	-91.55   	 26.94   	 -25.43		  9.79   	  20.35		
-813.29   	-305.48   	 26.84   	 -25.43		  9.87   	  20.35		
-628.97   	-383.00(R)	 26.73   	 -30.52		  9.95   	  25.43		
-287.17   	-278.02   	 26.61   	 -25.43		 10.05   	  25.43		
 17.70   	-84.23   	 26.51   	 -25.43		 10.15   	  30.52		
144.96   	 54.02   	 26.41   	 -20.35		 10.27   	  30.52		
 95.83   	 64.09   	 26.33   	 -25.43		 10.40   	  35.61		
-18.01   	-14.34   	 26.23   	 -25.43		 10.54   	  35.61		
-85.75   	-88.81   	 26.12   	 -25.43		 10.68   	  55.95		
-73.55   	-103.76   	 26.02   	 -20.35		 10.91   	  55.95		
-20.75   	-70.80   	 25.94   	 -20.35		 11.13   	  61.04		
 18.01   	-36.01   	 25.86   	 -20.35		 11.37   	  76.30		
 21.36   	-26.55   	 25.78   	 -20.35		 11.68   	  91.56		
  2.44   	-37.84   	 25.70   	 -20.35		 12.04   	 101.73		
-14.95   	-51.88   	 25.62   	 -25.43		 12.45   	 116.99		
-18.31   	-57.68   	 25.51   	 -20.35		 12.92   	 132.25		
-10.99   	-55.24   	 25.43   	 -15.26		 13.45   	 157.68		
 -1.53   	-48.83   	 25.37   	 -20.35		 14.08   	 172.94		
  3.97   	-43.64   	 25.29   	 -25.43		 14.77   	 162.77		
  4.58   	-42.11   	 25.19   	 -20.35		 15.42   	 147.51		
  2.14   	-43.64   	 25.11   	 -15.26		 16.01   	 162.77		
  0.31   	-44.86   	 25.05   	 -20.35		 16.66   	 183.11		
  0.92   	-43.33   	 24.96   	 -25.43		 17.40   	 188.20		
  3.97   	-39.37   	 24.86   	 -15.26		 18.15   	 208.54		
  7.63   	-35.71   	 24.80   	 -25.43		 18.98   	 432.35		
 12.82   	-31.43   	 24.70   	 -20.35		 20.71   	 208.54		
 13.73   	-30.21   	 24.62   	 -20.35		 21.55   	 203.46		
 13.73   	-28.99   	 24.54   	 -25.43		 22.36   	 213.63		
 12.82   	-27.77   	 24.44   	 -15.26		 23.21   	 218.72		
 11.60   	-25.94   	 24.37   	 -20.35		 24.09   	 228.89		
 10.07   	-23.50   	 24.29   	 -15.26		 25.00   	 218.72		
  9.16   	-21.06   	 24.23   	 -10.17		 25.88   	 213.63		
  9.16   	-18.01   	 24.19   	  -5.09		 26.73   	 213.63		
 10.07   	-14.34   	 24.17(D)	   0.00		 27.59   	 239.06		
 11.60   	-10.38   	 24.17   	  15.26		 28.55   	 233.98		
 13.43   	 -5.80   	 24.23   	  25.43		 29.48   	 193.29		
 14.34   	 -1.83   	 24.33   	  40.69		 30.25   	 147.51		
 14.65   	  1.53   	 24.50   	  55.95		 30.84   	 132.25		
 14.34   	  4.27   	 24.72   	  76.30		 31.37   	 111.90		
 13.73   	  5.80   	 25.03   	  96.64		 31.82   	  86.47		
 12.82   	  6.71   	 25.41   	 116.99		 32.17   	  76.30		
 11.29   	  7.02   	 25.88   	 142.42		 32.47   	  66.12		
  9.77   	  7.02   	 26.45   	 167.85		 32.74   	  66.12		
  8.85   	  7.02   	 27.12   	 183.11		 33.00   	  61.04		
  8.85   	  8.54   	 27.85   	 203.46		 33.25   	  55.95		
 10.38   	 11.60   	 28.67   	 223.80		 33.47   	  61.04		
 12.21   	 15.26   	 29.56   	 233.98		 33.71   	  66.12		
 13.43   	 19.23   	 30.50   	 249.24		 33.98   	  76.30		
 13.43   	 21.97   	 31.50   	 264.50		 34.28   	  66.12		
 12.51   	 23.19   	 32.55   	 305.19		 34.55   	 142.42		
 10.07   	 23.50   	 33.77   	 310.27		 35.12   	  71.21		
  9.16   	 23.80   	 35.02   	 310.27		 35.40   	  71.21		
  8.24   	 25.02   	 36.26   	 305.19		 35.69   	  66.12		
  7.32   	 26.86   	 37.48   	 300.10		 35.95   	  66.12		
  6.71   	 30.21   	 38.68   	 295.01		 36.22   	  61.04		
  6.10   	 34.48   	 39.86   	 284.84		 36.46   	  61.04		
  5.49   	 38.15   	 41.00   	 279.75		 36.70   	  61.04		
  4.58   	 40.89   	 42.12   	 264.50		 36.95   	  50.86		
  3.66   	 43.03   	 43.17   	 249.24		 37.15   	  50.86		
  2.75   	 45.17   	 44.17   	 233.98		 37.35   	  45.78		
  1.53   	 47.91   	 45.11   	 218.72		 37.54   	  40.69		
  0.61   	 51.27   	 45.98   	 203.46		 37.70   	  40.69		
 -0.31   	 55.24   	 46.80   	 183.11		 37.86   	  30.52		
 -1.83   	 58.59   	 47.53   	 162.77		 37.99   	  25.43		
 -3.97   	 61.95   	 48.18   	 147.51		 38.09   	  15.26		
 -6.41   	 65.92   	 48.77   	 127.16		 38.15   	  15.26		
 -8.85   	 71.11   	 49.28   	 106.82		 38.21   	   5.09		
-10.68   	 77.21   	 49.70   	  91.56		 38.23   	   5.09		
-10.99   	 83.92   	 50.07   	  71.21		 38.25(S)	  -5.09		
-10.68   	 90.94   	 50.36   	  61.04		 38.23   	  -5.09		
 -9.46   	 98.57   	 50.60   	  45.78		 38.21   	 -15.26		
 -8.24   	107.42   	 50.78   	  30.52		 38.15   	 -20.35		
 -6.41   	117.49   	 50.91   	  15.26		 38.07   	 -20.35		
 -2.44   	128.17   	 50.97   	   5.09		 37.99   	 -30.52		
  3.97   	137.63   	 50.99(S)	 -15.26		 37.86   	 -91.56		
 23.80   	146.18   	 50.93   	 -20.35		 37.50   	 -55.95		
 33.26   	142.21   	 50.84   	 -35.61		 37.27   	 -66.12		
 39.37   	132.75   	 50.70   	 -35.61		 37.01   	 -76.30		
 41.50   	119.02   	 50.56   	 -45.78		 36.70   	 -91.56		
 39.98   	102.23   	 50.38   	 -50.86		 36.34   	-101.73		
 36.93   	 85.14   	 50.17   	 -61.04		 35.93   	-122.07		
 34.48   	 69.27   	 49.93   	 -61.04		 35.44   	-137.33		
 33.26   	 54.63   	 49.68   	 -71.21		 34.89   	-162.77		
 32.35   	 41.81   	 49.40   	 -71.21		 34.24   	-188.20		
 31.13   	 30.82   	 49.11   	 -76.30		 33.49   	-208.54		
 28.99   	 21.67   	 48.81   	 -86.47		 32.66   	-239.06		
 26.86   	 14.65   	 48.46   	 -86.47		 31.70   	-269.58		
 25.94   	 10.38   	 48.12   	 -91.56		 30.62   	-264.50		
 25.63   	  7.63   	 47.75   	 -96.64		 29.56   	-284.84		
 25.02   	  5.49   	 47.37   	-106.82		 28.42   	-325.53		
 23.50   	  2.75   	 46.94   	-111.90		 27.12   	-330.62		
 21.36   	 -0.31   	 46.49   	-122.07		 25.80   	-330.62		
 19.84   	 -2.75   	 46.00   	-127.16		 24.48   	-366.22		
 20.14   	 -3.36   	 45.49   	-142.42		 23.01   	-381.48		
 21.67   	 -2.75   	 44.92   	-157.68		 21.49   	-366.22		
 23.50   	 -1.53   	 44.29   	-162.77		 20.02   	-356.05		
 24.41   	 -0.61   	 43.64   	-178.03		 18.60   	-340.79		
 24.11   	 -0.61   	 42.93   	-188.20		 17.23   	-335.71		
 22.89   	 -0.92   	 42.18   	-188.20		 15.89   	-315.36		
 21.36   	 -0.92   	 41.42   	-193.29		 14.63   	-295.01		
 20.14   	 -0.31   	 40.65   	-188.20		 13.45   	-279.75		
 19.53   	  0.00   	 39.90   	-178.03		 12.33   	-254.32		
 19.53   	  0.31   	 39.19   	-167.85		 11.31   	-228.89		
 19.84   	  0.31   	 38.51   	-147.51		 10.40   	-203.46		
 19.53   	  0.00   	 37.92   	-137.33		  9.58   	-172.94		
 18.62   	 -0.31   	 37.38   	-122.07		  8.89   	-147.51		
 17.70   	  0.00   	 36.89   	-111.90		  8.30   	-122.07		
 17.40   	  0.92   	 36.44   	-101.73		  7.81   	 -96.64		
 18.31   	  1.83   	 36.03   	 -91.56		  7.43   	 -76.30		
 19.84   	  2.44   	 35.67   	 -81.38		  7.12   	 -61.04		
 20.45   	  2.44   	 35.34   	 -76.30		  6.88   	 -40.69		
 20.45   	  1.22   	 35.04   	 -71.21		  6.71   	 -20.35		
 19.84   	  0.00   	 34.75   	 -71.21		  6.63   	  -5.09		
 19.23   	 -0.92   	 34.47   	 -71.21		  6.61   	   5.09		
 18.92   	 -1.22   	 34.18   	 -71.21		  6.63   	  15.26		
 17.70   	 -1.53   	 33.90   	 -66.12		  6.69   	  10.17		
 16.17   	 -2.14   	 33.63   	 -66.12		  6.73   	   0.00		
 14.04   	 -3.36   	 33.37   	 -66.12		  6.73   	  -5.09		
 12.51   	 -3.97   	 33.10   	 -66.12		  6.71   	 -15.26		
 11.90   	 -3.36   	 32.84   	 -61.04		  6.65   	 -15.26		
 10.99   	 -2.75   	 32.59   	 -61.04		  6.59(D)	  10.17		
  8.85   	 -2.14   	 32.35   	 -55.95		  6.63   	  15.26		
  5.80   	 -2.75   	 32.13   	 -55.95		  6.69   	  40.69		
  3.05   	 -3.97   	 31.90   	 -50.86		  6.86   	  55.95		
  1.53   	 -5.49   	 31.70   	 -50.86		  7.08   	  66.12		
  1.83   	 -6.10   	 31.50   	 -45.78		  7.34   	  71.21		
  3.05   	 -5.80   	 31.31   	 -45.78		  7.63   	  81.38		
  4.27   	 -4.88   	 31.13   	 -45.78		  7.96   	  76.30		
  4.88   	 -3.36   	 30.95   	 -40.69		  8.26   	  61.04		
  4.88   	 -1.83   	 30.78   	 -35.61		  8.50   	  61.04		
  5.19   	 -0.61   	 30.64   	 -30.52		  8.75   	  55.95		
  7.02   	  0.00   	 30.52   	 -35.61		  8.97   	  40.69		
  9.46   	  0.31   	 30.38   	 -30.52		  9.14   	  40.69		
 12.21   	  1.22   	 30.25   	 -30.52		  9.30   	  30.52		
 16.17   	  4.27   	 30.13   	 -30.52		  9.42   	  25.43		
 21.67   	 10.07   	 30.01   	 -30.52		  9.52   	  25.43		
 31.13   	 19.53   	 29.89   	 -25.43		  9.62   	  20.35		
 45.17   	 32.35   	 29.79   	 -30.52		  9.70   	   5.09		
 61.34   	 49.44   	 29.66   	 -25.43		  9.73   	   5.09		
 76.90   	 71.41   	 29.56   	 -25.43		  9.75   	   0.00		
 88.81   	 96.74   	 29.46   	 -30.52		  9.75   	   0.00		
 96.74   	120.85   	 29.34   	 -25.43		  9.75   	  -5.09		
101.01   	136.11   	 29.24   	 -30.52		  9.73   	  -5.09		
101.62   	135.80   	 29.11   	 -25.43		  9.70   	 -10.17		
 97.35   	117.49   	 29.01   	 -25.43		  9.66   	  -5.09		
 86.67   	 84.84   	 28.91   	 -25.43		  9.64   	 -10.17		
 67.44   	 44.86   	 28.81   	 -25.43		  9.60   	 -10.17		
 41.50   	  5.80   	 28.71   	 -30.52		  9.56   	  -5.09		
 13.43   	-26.55   	 28.59   	 -25.43		  9.54   	 -10.17		
-11.29   	-48.22   	 28.48   	 -25.43		  9.50   	 -15.26		
-27.77   	-58.29   	 28.38   	 -25.43		  9.44   	 -15.26		
-33.26   	-59.20   	 28.28   	 -25.43		  9.38   	 -15.26		
-31.43   	-55.85   	 28.18   	 -25.43		  9.32   	 -10.17		
-27.16   	-53.10   	 28.08   	 -25.43		  9.28   	  -5.09		
-25.33   	-53.10   	 27.98   	 -25.43		  9.26   	  -5.09		
-26.86   	-55.54   	 27.87   	 -25.43		  9.24   	   5.09		
-28.38   	-61.34   	 27.77   	 -25.43		  9.26(E)	   0.00		
-18.31   	-76.90   	 27.67   	 -20.35		  9.26   	  10.17		
 22.58   	-97.35   	 27.59   	 -25.43		  9.30   	  10.17		
 95.52   	-90.03   	 27.49   	 -25.43		  9.34   	  20.35		
156.25   	-22.89   	 27.39   	 -25.43		  9.42   	  15.26		
126.34   	 88.81   	 27.28   	 -25.43		  9.48   	  20.35		
-59.81   	169.07   	 27.18   	 -30.52		  9.56   	  50.86		
-700.07   	-55.54   	 27.06   	 -30.52		  9.77   	  25.43		
-836.18   	-279.54   	 26.94   	 -25.43		  9.87   	  30.52		
-702.82   	-392.15(R)	 26.84   	 -25.43		  9.99   	  30.52		
-376.89   	-319.52   	 26.73   	 -25.43		 10.11   	  35.61		
-47.91   	-130.92   	 26.63   	 -25.43		 10.25   	  35.61		
120.85   	 28.38   	 26.53   	 -25.43		 10.40   	  30.52		
101.32   	 64.39   	 26.43   	 -25.43		 10.52   	  40.69		
 -9.46   	 -3.05   	 26.33   	 -25.43		 10.68   	  45.78		
-90.64   	-84.84   	 26.23   	 -20.35		 10.86   	  50.86		
-91.55   	-112.92   	 26.14   	 -20.35		 11.07   	  61.04		
-41.50   	-86.67   	 26.06   	 -20.35		 11.31   	  71.21		
  2.44   	-49.74   	 25.98   	 -20.35		 11.60   	  76.30		
 11.29   	-35.40   	 25.90   	 -20.35		 11.90   	  81.38		
 -4.88   	-43.95   	 25.82   	 -20.35		 12.23   	  96.64		
-21.36   	-57.37   	 25.74   	 -20.35		 12.61   	 111.90		
-24.11   	-64.09   	 25.66   	 -20.35		 13.06   	 127.16		
-15.26   	-61.95   	 25.57   	 -25.43		 13.57   	 157.68		
 -3.97   	-55.24   	 25.47   	 -20.35		 14.20   	 178.03		
  2.44   	-48.83   	 25.39   	 -20.35		 14.91   	 172.94		
  2.75   	-45.78   	 25.31   	 -20.35		 15.61   	 142.42		
 -0.31   	-46.69   	 25.23   	 -20.35		 16.17   	 167.85		
 -3.05   	-49.44   	 25.15   	 -15.26		 16.85   	 183.11		
 -4.27   	-50.66   	 25.09   	 -20.35		 17.58   	 183.11		
 -3.05   	-49.13   	 25.00   	 -15.26		 18.31   	 208.54		
 -1.22   	-46.08   	 24.94   	 -20.35		 19.15   	 437.43		
  2.44   	-40.59   	 24.86   	 -20.35		 20.90   	 213.63		
  3.36   	-38.76   	 24.78   	 -20.35		 21.75   	 208.54		
  3.66   	-37.23   	 24.70   	 -20.35		 22.58   	 223.80		
  3.66   	-35.71   	 24.62   	 -15.26		 23.48   	 233.98		
  3.97   	-33.87   	 24.56   	 -15.26		 24.41   	 233.98		
