SAMPLE NUMBER:   11
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 38.45   	 14.95   	 34.93   	  71.21		
 32.96   	 14.34   	 35.22(S)	 -10.17		
 20.45   	 13.12   	 35.18   	 -61.04		
  3.97   	 10.99   	 34.93   	-122.07		
-11.90   	  9.46   	 34.45   	-167.85		
-21.97   	  8.54   	 33.77   	-198.37		
-24.11   	  8.54   	 32.98   	-284.84		
-21.06   	  9.46   	 31.84   	-366.22		
-17.09   	 10.07   	 30.38   	-213.63		
-13.43   	 10.99   	 29.52   	  -5.09		
 -9.16   	 11.60   	 29.50   	  81.38		
 -0.92   	 12.51   	 29.83   	  96.64		
 12.51   	 14.04   	 30.21   	  50.86		
 29.60   	 16.48   	 30.42   	   0.00		
 47.91   	 18.92   	 30.42   	 -15.26		
 65.61   	 20.75   	 30.36   	 -71.21		
 81.18   	 21.36   	 30.07   	-137.33		
 91.86   	 20.75   	 29.52   	-178.03		
 93.08   	 19.53   	 28.81   	-203.46		
 82.70   	 17.70   	 28.00   	-213.63		
 64.09   	 14.65   	 27.14   	-178.03		
 44.86   	 10.99   	 26.43   	-111.90		
 33.57   	  6.71   	 25.98   	 -76.30		
 32.65   	  3.36   	 25.68   	 -66.12		
 38.76   	  0.92   	 25.41   	 -55.95		
 44.56   	 -0.31   	 25.19   	 -40.69		
 45.78   	 -0.92   	 25.03   	 -35.61		
 42.11   	 -1.83   	 24.88   	   5.09		
 37.54   	 -2.75   	 24.90   	   0.00		
 35.40   	 -3.97   	 24.90   	 -15.26		
 36.62   	 -5.49   	 24.84   	   5.09		
 39.06   	 -7.02   	 24.86   	   0.00		
 40.89   	 -8.54   	 24.86   	 -55.95		
 41.50   	 -8.85   	 24.64   	 -91.56		
 41.20   	 -8.54   	 24.27   	 -81.38		
 41.20   	 -7.63   	 23.95   	 -61.04		
 43.03   	 -6.41   	 23.70   	 -55.95		
 46.69   	 -6.10   	 23.48   	-101.73		
 52.19   	 -5.49   	 23.07   	-106.82		
 58.59   	 -4.58   	 22.64   	 -96.64		
 65.61   	 -2.44   	 22.26   	 -96.64		
 72.33   	  0.61   	 21.87   	-111.90		
 77.82   	  4.27   	 21.42   	-127.16		
 82.70   	  7.63   	 20.92   	-132.25		
 85.75   	  9.77   	 20.39   	-122.07		
 87.59   	 10.38   	 19.90   	-127.16		
 88.20   	 10.38   	 19.39   	-147.51		
 88.50   	 10.99   	 18.80   	-157.68		
 86.98   	 12.51   	 18.17   	-157.68		
 81.79   	 15.26   	 17.54   	-142.42		
 72.33   	 16.78   	 16.97   	-147.51		
 59.51   	 16.17   	 16.38   	-152.59		
 45.47   	 14.04   	 15.77   	-167.85		
 33.26   	 12.51   	 15.10   	-183.11		
 23.50   	 13.73   	 14.36   	-188.20		
 18.01   	 18.62   	 13.61   	-198.37		
 17.40   	 27.47   	 12.82   	-188.20		
 22.28   	 39.06   	 12.07   	-167.85		
 28.99   	 50.05   	 11.39   	-157.68		
 32.35   	 57.07   	 10.76   	-137.33		
 28.99   	 58.29   	 10.21   	-122.07		
 19.23   	 54.63   	  9.73   	-137.33		
  9.16   	 48.83   	  9.18   	-122.07		
  4.27   	 43.33   	  8.69   	 -96.64		
  5.19   	 38.76   	  8.30   	 -91.56		
  7.63   	 32.96   	  7.93   	 -86.47		
  6.41   	 25.94   	  7.59   	 -45.78		
 -1.22   	 19.53   	  7.41   	  10.17		
-13.12   	 14.65   	  7.45   	  25.43		
-23.80   	 10.68   	  7.55   	  20.35		
-27.77   	  5.80   	  7.63   	  N/A		
