SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 -3.36   	-159.61   	  3.09   	  15.26		
 -3.36   	-159.61   	  3.15   	  45.78		
  5.49   	-135.19   	  3.34   	  40.69		
  5.49   	-135.19   	  3.50   	  50.86		
  0.00   	-85.14   	  3.70   	  45.78		
  0.00   	-85.14   	  3.89   	  45.78		
  5.49   	-49.74   	  4.07   	  40.69		
  5.49   	-49.74   	  4.23   	  45.78		
 88.20   	-20.75   	  4.42   	  40.69		
 88.20   	-20.75   	  4.58   	  40.69		
215.76   	399.48   	  4.74   	  40.69		
204.47   	809.02   	  4.90   	  35.61		
 83.31   	1195.37   	  5.05   	  45.78		
-420.84   	1199.04   	  5.23   	  40.69		
-653.08   	738.22   	  5.39   	  45.78		
-765.99   	188.60   	  5.57   	  40.69		
-741.58   	-219.42   	  5.74   	  40.69		
-616.46   	-370.48   	  5.90   	  40.69		
-451.66   	-311.28   	  6.06   	  35.61		
-298.16   	-182.80   	  6.21   	  40.69		
-179.14   	-108.64   	  6.37   	  30.52		
-96.74   	-126.65   	  6.49   	  30.52		
-44.25   	-191.65   	  6.61   	  25.43		
-17.40   	-244.75   	  6.71   	  20.35		
-12.51   	-259.40   	  6.80   	  25.43		
-20.75   	-242.61   	  6.90   	  35.61		
-32.35   	-220.34   	  7.04   	  55.95		
-37.84   	-214.84   	  7.26   	  81.38		
-34.79   	-226.14   	  7.59   	 111.90		
-25.63   	-239.26   	  8.04   	 142.42		
-18.31   	-240.17   	  8.61   	 183.11		
-16.17   	-222.78   	  9.34   	  N/A		
