SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  RV     	  RV'		  AO     	  AO'		  LPV     	  LPV'		
 10.68   	 10.38   	 13.10   	-132.25		 82.40   	-178.03		  9.11   	 -15.26		
 10.99   	 10.68   	 12.57   	-147.51		 81.69   	-162.77		  9.05   	 -25.43		
 12.21   	 11.60   	 11.98   	-162.77		 81.04   	-152.59		  8.95   	 -30.52		
 17.09   	 16.48   	 11.33   	-167.85		 80.43   	-142.42		  8.83   	 -25.43		
 27.77   	 27.16   	 10.66   	-188.20		 79.86   	-132.25		  8.73   	 -15.26		
 46.08   	 45.78   	  9.91   	-188.20		 79.33   	-127.16		  8.67   	 -20.35		
 69.58   	 69.58   	  9.16   	-183.11		 78.82   	-116.99		  8.59   	 -15.26		
 95.21   	 95.21   	  8.42   	-172.94		 78.35   	-106.82		  8.52   	 -10.17		
117.19   	117.49   	  7.73   	-167.85		 77.92   	-101.73		  8.48   	 -10.17		
132.14   	132.14   	  7.06   	-162.77		 77.52   	 -96.64		  8.44   	 -10.17		
139.16   	139.16   	  6.41   	-162.77		 77.13   	 -91.56		  8.40   	   0.00		
139.77   	139.77   	  5.76   	-152.59		 76.76   	 -86.47		  8.40   	  15.26		
135.80   	135.50   	  5.15   	-132.25		 76.42   	 -76.30		  8.46   	  10.17		
128.78   	128.78   	  4.62   	-101.73		 76.11   	 -76.30		  8.50   	  10.17		
119.02   	119.02   	  4.21   	 -66.12		 75.81   	 -66.12		  8.55   	   5.09		
106.51   	106.51   	  3.95   	 -25.43		 75.54   	 -66.12		  8.57   	  15.26		
 91.55   	 91.55   	  3.85(D)	  15.26		 75.28   	 -55.95		  8.63   	  25.43		
 76.29   	 76.29   	  3.91   	  50.86		 75.06   	 -55.95		  8.73   	  35.61		
 62.56   	 62.26   	  4.11   	  86.47		 74.83   	 -50.86		  8.87   	  50.86		
 50.35   	 50.35   	  4.46   	 111.90		 74.63   	 -45.78		  9.07   	  55.95		
 38.76   	 39.06   	  4.90   	 137.33		 74.45   	 -45.78		  9.30   	  45.78		
 25.63   	 26.25   	  5.45   	 147.51		 74.26   	 -40.69		  9.48   	  50.86		
 10.07   	 10.68   	  6.04   	 157.68		 74.10   	 -35.61		  9.68   	  55.95		
 -6.71   	 -6.41   	  6.67   	 147.51		 73.96   	 -35.61		  9.91   	  40.69		
-21.67   	-21.67   	  7.26   	 132.25		 73.81   	 -35.61		 10.07   	  40.69		
-31.74   	-31.74   	  7.79   	 116.99		 73.67   	 -35.61		 10.23   	  40.69		
-35.71   	-35.40   	  8.26   	  91.56		 73.53   	 -35.61		 10.40   	  66.12		
-34.79   	-34.18   	  8.63   	  61.04		 73.39   	 -35.61		 10.66   	  76.30		
-31.13   	-30.52   	  8.87   	  40.69		 73.24   	 -35.61		 10.97   	  66.12		
-27.77   	-27.16   	  9.03   	   5.09		 73.10   	 -35.61		 11.23   	  45.78		
-27.16   	-26.86   	  9.05   	 -15.26		 72.96   	 -40.69		 11.41   	  25.43		
-30.82   	-30.82   	  8.99   	 -40.69		 72.80   	 -40.69		 11.52   	  35.61		
-36.93   	-36.93   	  8.83   	 -40.69		 72.63   	 -40.69		 11.66   	  50.86		
-43.64   	-43.64   	  8.67   	 -45.78		 72.47   	 -45.78		 11.86   	  61.04		
-47.91   	-47.61   	  8.48   	 -30.52		 72.29   	 -45.78		 12.11   	  45.78		
-48.52   	-48.52   	  8.36   	 -20.35		 72.11   	 -45.78		 12.29   	  25.43		
-46.69   	-46.69   	  8.28   	   5.09		 71.92   	 -45.78		 12.39   	   5.09		
-47.00   	-47.30   	  8.30   	  30.52		 71.74   	 -50.86		 12.41(A)	 -20.35		
-53.41   	-53.71   	  8.42   	  55.95		 71.54   	 -50.86		 12.33   	 -50.86		
-65.00   	-65.00   	  8.65   	  81.38		 71.33   	 -50.86		 12.13   	 -61.04		
-70.80   	-70.50   	  8.97   	 116.99		 71.13   	 -50.86		 11.88   	 -61.04		
-47.91   	-47.30   	  9.44   	 137.33		 70.93   	 -50.86		 11.64   	 -66.12		
 31.13   	 31.74   	  9.99   	 147.51		 70.72   	 -55.95		 11.37   	 -71.21		
178.53   	178.83   	 10.58   	 152.59		 70.50   	 -50.86		 11.09   	 -91.56		
355.53   	355.53   	 11.19   	 142.42		 70.29   	 -66.12		 10.72   	-178.03		
411.99   	411.99   	 11.76   	 111.90		 70.03   	 -61.04		 10.01   	 -61.04		
132.14   	132.45   	 12.21   	  86.47		 69.79   	 -61.04		  9.77   	 -50.86		
-304.87   	-304.57   	 12.55   	  50.86		 69.54   	 -66.12		  9.56   	 -35.61		
-715.94   	-715.64   	 12.76   	  25.43		 69.28   	 -61.04		  9.42   	 -25.43		
-906.37   	-906.37(R)	 12.86(E)	   0.00		 69.03   	 -66.12		  9.32   	  10.17		
-791.93   	-792.24   	 12.86   	 -20.35		 68.77   	 -61.04		  9.36   	  20.35		
-457.15   	-457.46   	 12.78   	 -30.52		 68.52   	 -61.04		  9.44   	  25.43		
-96.74   	-97.05   	 12.66   	 -30.52		 68.28   	 -61.04		  9.54   	  25.43		
116.58   	116.58   	 12.53   	 -20.35		 68.04   	 -61.04		  9.64   	  25.43		
134.28   	134.28   	 12.45   	   0.00		 67.79   	 -55.95		  9.75   	  30.52		
 36.01   	 36.32   	 12.45   	  35.61		 67.57   	 -61.04		  9.87   	  25.43		
-59.81   	-59.51   	 12.59   	  81.38		 67.32   	 -61.04		  9.97   	  25.43		
-86.06   	-86.06   	 12.92   	 137.33		 67.08   	 -55.95		 10.07   	  15.26		
-52.19   	-52.19   	 13.47   	 223.80		 66.86   	 -61.04		 10.13   	 -15.26		
 -7.93   	 -7.93   	 14.36   	 315.36		 66.61   	 -61.04		 10.07   	 -50.86		
 10.07   	  9.77   	 15.63   	 432.35		 66.37   	 -61.04		  9.87   	 -55.95		
 -0.61   	 -0.61   	 17.35   	 554.42		 66.12   	 -61.04		  9.64   	 -45.78		
-19.53   	-19.53   	 19.57   	 681.58		 65.88   	 -66.12		  9.46   	 -30.52		
-28.99   	-28.69   	 22.30   	 824.00		 65.62   	 -61.04		  9.34   	 -25.43		
-25.02   	-24.41   	 25.60   	1017.29		 65.37   	 -66.12		  9.24   	 -30.52		
-14.95   	-14.34   	 29.66   	1236.01		 65.11   	 -61.04		  9.11   	 -40.69		
 -7.02   	 -6.10   	 34.61   	1327.56		 64.86   	 -66.12		  8.95   	 -15.26		
 -4.88   	 -4.27   	 39.92   	1312.30		 64.60   	 -61.04		  8.89   	  20.35		
 -6.10   	 -5.80   	 45.17   	1297.04		 64.35   	 -66.12		  8.97   	  10.17		
 -6.71   	 -6.71   	 50.36   	1225.83		 64.09   	 -71.21		  9.01   	 -96.64		
 -1.22   	 -1.22   	 55.26   	1042.72		 63.80   	 -66.12		  8.63   	 -40.69		
  1.22   	  1.22   	 59.43   	 834.18		 63.54   	 -66.12		  8.46   	 -10.17		
  2.14   	  2.44   	 62.77   	 625.63		 63.28   	 -66.12		  8.42   	 -25.43		
  1.83   	  2.14   	 65.27   	 427.26		 63.01   	 -66.12		  8.32   	 -50.86		
  2.14   	  2.44   	 66.98   	 254.32		 62.75   	 -61.04		  8.12   	 -66.12		
  3.05   	  3.36   	 68.00   	 111.90		 62.50   	 -61.04		  7.85   	 -71.21		
  5.80   	  6.10   	 68.44   	  10.17		 62.26   	 -61.04		  7.57   	 -50.86		
 10.68   	 10.99   	 68.48   	 -55.95		 62.01   	 -61.04		  7.37   	 -35.61		
 17.09   	 17.40   	 68.26   	 -81.38		 61.77   	 -61.04		  7.22   	 -20.35		
 23.80   	 24.41   	 67.93   	 -76.30		 61.53   	 -61.04		  7.14   	 -25.43		
 29.60   	 30.21   	 67.63   	 -40.69		 61.28   	 -61.04		  7.04   	 -35.61		
 35.40   	 36.01   	 67.47   	  15.26		 61.04   	 -61.04		  6.90   	 -35.61		
 43.33   	 43.95   	 67.53   	  96.64		 60.79   	 -61.04		  6.75   	 -25.43		
 56.15   	 56.76   	 67.91   	 178.03		 60.55   	 -55.95		  6.65   	 -15.26		
 72.63   	 72.94   	 68.63   	 259.41		 60.33   	 -45.78		  6.59   	  -5.09		
 90.03   	 90.33   	 69.66   	 330.62		 60.14   	 -40.69		  6.57   	  -5.09		
107.12   	107.42   	 70.99   	 401.83		 59.98   	 -20.35		  6.55   	   5.09		
125.73   	126.04   	 72.59   	 447.61		 59.90(D)	   0.00		  6.57   	  -5.09		
148.62   	148.62   	 74.38   	 478.13		 59.90   	  35.61		  6.55   	  -5.09		
175.17   	175.17   	 76.30   	 488.30		 60.04   	  76.30		  6.53   	 -15.26		
201.72   	201.42   	 78.25   	 483.21		 60.35   	 122.07		  6.47   	 -25.43		
225.22   	224.91   	 80.18   	 462.87		 60.83   	 172.94		  6.37   	 -25.43		
244.75   	244.75   	 82.03   	 422.18		 61.53   	 228.89		  6.27   	 -15.26		
260.93   	260.93   	 83.72   	 381.48		 62.44   	 289.93		  6.21   	 -15.26		
275.57   	275.57   	 85.25   	 310.27		 63.60   	 447.61		  6.14   	 -30.52		
296.63   	296.63   	 86.49   	 249.24		 65.39   	 488.30		  6.02   	 -20.35		
300.60   	300.90   	 87.49   	 188.20		 67.34   	 528.99		  5.94   	 -20.35		
298.77   	299.38   	 88.24   	 137.33		 69.46   	 564.60		  5.86   	 -10.17		
290.22   	291.14   	 88.79   	  96.64		 71.72   	 590.03		  5.82   	 -15.26		
274.05   	274.96   	 89.18   	  66.12		 74.08   	 610.37		  5.76   	   0.00		
250.55   	251.16   	 89.44   	  45.78		 76.52   	 620.55		  5.76   	  20.35		
220.95   	221.25   	 89.62   	  35.61		 79.00   	 620.55		  5.84   	  30.52		
186.77   	187.07   	 89.77   	  35.61		 81.48   	 625.63		  5.96   	  25.43		
149.54   	149.54   	 89.91   	  40.69		 83.99   	 610.37		  6.06   	  15.26		
111.39   	111.39   	 90.07   	  61.04		 86.43   	 595.11		  6.12   	  20.35		
 73.85   	 73.85   	 90.32   	  71.21		 88.81   	 574.77		  6.21   	  25.43		
 39.98   	 39.98   	 90.60   	  96.64		 91.11   	 544.25		  6.31   	  40.69		
 11.60   	 11.90   	 90.99   	 116.99		 93.29   	 513.73		  6.47   	  40.69		
 -9.77   	 -9.46   	 91.45   	 127.16		 95.34   	 467.95		  6.63   	  35.61		
-25.33   	-24.72   	 91.96   	 137.33		 97.21   	 437.43		  6.78   	  15.26		
-35.40   	-34.79   	 92.51   	 142.42		 98.96   	 386.57		  6.84   	  10.17		
-41.81   	-41.20   	 93.08   	 137.33		100.51   	 345.88		  6.88   	  15.26		
-45.78   	-45.17   	 93.63   	 127.16		101.89   	 295.01		  6.94   	  25.43		
-48.22   	-47.61   	 94.14   	 106.82		103.07   	 254.32		  7.04   	  20.35		
-49.74   	-49.13   	 94.57   	  81.38		104.09   	 213.63		  7.12   	  15.26		
-49.44   	-49.13   	 94.89   	  61.04		104.94   	 167.85		  7.18   	  10.17		
-47.30   	-47.00   	 95.14   	  25.43		105.62   	 127.16		  7.22   	  20.35		
-42.11   	-41.81   	 95.24(S)	   0.00		106.12   	  91.56		  7.30   	  20.35		
-33.87   	-33.57   	 95.24   	 -30.52		106.49   	  61.04		  7.39   	  20.35		
-24.41   	-24.11   	 95.12   	 -50.86		106.73   	  25.43		  7.47   	  15.26		
-14.65   	-14.34   	 94.91   	 -71.21		106.84(S)	   0.00		  7.53   	  15.26		
 -7.02   	 -6.41   	 94.63   	 -91.56		106.84   	 -20.35		  7.59   	   5.09		
 -2.14   	 -1.53   	 94.26   	 -96.64		106.75   	 -35.61		  7.61   	  10.17		
 -0.61   	  0.00   	 93.88   	-111.90		106.61   	 -50.86		  7.65   	  10.17		
 -1.53   	 -0.61   	 93.43   	-106.82		106.41   	 -55.95		  7.69   	  20.35		
 -4.88   	 -3.97   	 93.00   	-116.99		106.18   	 -55.95		  7.77   	  20.35		
-10.68   	 -9.46   	 92.53   	-122.07		105.96   	 -66.12		  7.85   	  10.17		
-19.84   	-18.31   	 92.04   	-127.16		105.70   	 -61.04		  7.89   	  10.17		
-32.65   	-31.43   	 91.54   	-157.68		105.45   	 -55.95		  7.93   	  10.17		
-48.22   	-47.61   	 90.91   	-188.20		105.23   	 -61.04		  7.98   	  20.35		
-64.09   	-64.09   	 90.15   	-239.06		104.98   	 -61.04		  8.06   	  15.26		
-77.82   	-78.13   	 89.20   	-300.10		104.74   	 -61.04		  8.12   	   5.09		
-87.28   	-87.59   	 88.00   	-381.48		104.50   	 -66.12		  8.14   	   5.09		
-92.77   	-92.77   	 86.47   	-493.39		104.23   	 -76.30		  8.16   	  25.43		
-95.21   	-94.91   	 84.50   	-615.46		103.93   	 -81.38		  8.26   	  40.69		
-96.44   	-96.13   	 82.03   	-737.54		103.60   	 -96.64		  8.42   	  55.95		
-96.13   	-96.13   	 79.08   	-869.78		103.21   	-106.82		  8.65   	  61.04		
-93.38   	-93.69   	 75.60   	-1007.12		102.79   	-127.16		  8.89   	  50.86		
-88.20   	-88.50   	 71.58   	-1119.02		102.28   	-142.42		  9.09   	  40.69		
-82.09   	-81.79   	 67.10   	-1210.58		101.71   	-152.59		  9.26   	  25.43		
-77.51   	-76.90   	 62.26   	-1256.35		101.10   	-172.94		  9.36   	  30.52		
-75.07   	-74.16   	 57.23   	-1281.79		100.41   	-188.20		  9.48   	  45.78		
-73.85   	-72.94   	 52.11   	-1256.35		 99.65   	-203.46		  9.66   	  45.78		
-72.02   	-71.11   	 47.08   	-1215.66		 98.84   	-213.63		  9.85   	  10.17		
-69.27   	-68.66   	 42.22   	-1134.28		 97.99   	-228.89		  9.89(V)	 -30.52		
-67.44   	-67.14   	 37.68   	-1042.72		 97.07   	-239.06		  9.77   	 -20.35		
-67.75   	-67.44   	 33.51   	-935.91		 96.11   	-249.24		  9.68   	   0.00		
-68.66   	-68.36   	 29.77   	-818.92		 95.12   	-254.32		  9.68   	  10.17		
-68.66   	-68.36   	 26.49   	-696.84		 94.10   	-259.41		  9.73   	   0.00		
-65.92   	-65.61   	 23.70   	-579.86		 93.06   	-264.50		  9.73   	 -15.26		
-59.81   	-59.81   	 21.38   	-467.95		 92.00   	-269.58		  9.66   	 -25.43		
-47.00   	-47.00   	 19.51   	-371.31		 90.93   	-274.67		  9.56   	 -10.17		
-26.25   	-25.94   	 18.03   	-284.84		 89.83   	-269.58		  9.52   	   5.09		
 -1.83   	 -1.53   	 16.89   	-223.80		 88.75   	-264.50		  9.54   	  -5.09		
 18.31   	 18.92   	 15.99   	-167.85		 87.69   	-259.41		  9.52   	 -20.35		
 25.02   	 25.63   	 15.32   	-132.25		 86.65   	-249.24		  9.44   	 -15.26		
 16.78   	 17.09   	 14.79   	-111.90		 85.66   	-239.06		  9.38   	   5.09		
  2.44   	  2.75   	 14.34   	 -96.64		 84.70   	-223.80		  9.40   	  10.17		
 -7.63   	 -7.32   	 13.96   	 -96.64		 83.80   	-213.63		  9.44   	   0.00		
 -9.16   	 -8.54   	 13.57   	-106.82		 82.95   	-198.37		  9.44   	 -15.26		
 -5.80   	 -5.19   	 13.14   	-116.99		 82.16   	-183.11		  9.38   	 -25.43		
 -3.97   	 -3.66   	 12.68   	-132.25		 81.42   	-172.94		  9.28   	 -35.61		
 -6.10   	 -6.10   	 12.15   	-147.51		 80.73   	-157.68		  9.14   	 -25.43		
-10.99   	-11.29   	 11.56   	-162.77		 80.10   	-147.51		  9.03   	 -15.26		
-16.17   	-16.48   	 10.91   	-167.85		 79.51   	-137.33		  8.97   	 -10.17		
-20.14   	-20.45   	 10.23   	-178.03		 78.96   	-127.16		  8.93   	   0.00		
-21.06   	-21.36   	  9.52   	-183.11		 78.45   	-122.07		  8.93   	 -10.17		
-16.17   	-16.48   	  8.79   	-188.20		 77.97   	-111.90		  8.89   	  -5.09		
 -2.75   	 -3.05   	  8.04   	-193.29		 77.52   	-106.82		  8.87   	  -5.09		
 19.84   	 19.84   	  7.26   	-203.46		 77.09   	 -96.64		  8.85   	   0.00		
 47.61   	 47.61   	  6.45   	-198.37		 76.70   	 -96.64		  8.85   	   5.09		
 73.85   	 73.85   	  5.66   	-167.85		 76.32   	 -86.47		  8.87   	  10.17		
 94.60   	 94.60   	  4.98   	-132.25		 75.97   	 -86.47		  8.91   	  10.17		
106.51   	106.51   	  4.46   	 -91.56		 75.63   	 -76.30		  8.95   	  15.26		
109.56   	109.25   	  4.09   	 -45.78		 75.32   	 -76.30		  9.01   	  10.17		
104.98   	104.68   	  3.91   	  -5.09		 75.01   	 -71.21		  9.05   	  15.26		
 94.30   	 93.99   	  3.89(D)	  40.69		 74.73   	 -66.12		  9.11   	  15.26		
 80.87   	 80.87   	  4.05   	  81.38		 74.47   	 -61.04		  9.18   	  20.35		
 66.83   	 66.83   	  4.37   	 116.99		 74.22   	 -55.95		  9.26   	  25.43		
 53.41   	 53.41   	  4.84   	 147.51		 74.00   	 -55.95		  9.36   	  25.43		
 41.20   	 41.20   	  5.43   	 157.68		 73.77   	 -45.78		  9.46   	  20.35		
 30.82   	 31.13   	  6.06   	 172.94		 73.59   	 -45.78		  9.54   	  25.43		
 22.28   	 22.58   	  6.75   	 167.85		 73.41   	 -40.69		  9.64   	  30.52		
 15.26   	 15.56   	  7.43   	 152.59		 73.24   	 -35.61		  9.77   	  40.69		
  8.85   	  9.46   	  8.04   	 137.33		 73.10   	 -40.69		  9.93   	  45.78		
  0.92   	  1.22   	  8.59   	 111.90		 72.94   	 -35.61		 10.11   	  40.69		
 -9.16   	 -8.85   	  9.03   	  91.56		 72.80   	 -35.61		 10.27   	  30.52		
-20.14   	-19.84   	  9.40   	  61.04		 72.65   	 -30.52		 10.40   	  25.43		
-29.91   	-29.60   	  9.64   	  40.69		 72.53   	 -35.61		 10.50   	  35.61		
-36.93   	-36.62   	  9.81   	  15.26		 72.39   	 -35.61		 10.64   	  45.78		
-42.11   	-41.50   	  9.87   	   0.00		 72.25   	 -40.69		 10.82   	  55.95		
-46.69   	-46.39   	  9.87   	 -25.43		 72.09   	 -35.61		 11.05   	  61.04		
-50.35   	-50.05   	  9.77   	 -35.61		 71.94   	 -40.69		 11.29   	  55.95		
-52.49   	-52.19   	  9.62   	 -55.95		 71.78   	 -40.69		 11.52   	  40.69		
-53.10   	-52.80   	  9.40   	 -55.95		 71.62   	 -45.78		 11.68   	  45.78		
-52.80   	-52.19   	  9.18   	 -61.04		 71.43   	 -40.69		 11.86   	  45.78		
-53.41   	-52.49   	  8.93   	 -45.78		 71.27   	 -45.78		 12.04   	  61.04		
-55.85   	-55.24   	  8.75   	 -25.43		 71.09   	 -45.78		 12.29   	  55.95		
-59.20   	-58.90   	  8.65   	   0.00		 70.91   	 -45.78		 12.51   	  40.69		
-61.95   	-61.65   	  8.65   	  25.43		 70.72   	 -45.78		 12.68   	  20.35		
-64.09   	-63.78   	  8.75   	  61.04		 70.54   	 -50.86		 12.76(A)	   0.00		
-68.05   	-67.75   	  8.99   	  86.47		 70.34   	 -45.78		 12.76   	 -20.35		
-78.13   	-77.51   	  9.34   	 116.99		 70.15   	 -45.78		 12.68   	 -35.61		
-92.47   	-91.86   	  9.81   	 142.42		 69.97   	 -50.86		 12.53   	 -55.95		
-97.05   	-96.74   	 10.38   	 157.68		 69.77   	 -50.86		 12.31   	 -61.04		
-66.53   	-66.22   	 11.01   	 167.85		 69.56   	 -50.86		 12.07   	 -61.04		
 26.25   	 26.55   	 11.68   	 167.85		 69.36   	 -55.95		 11.82   	 -61.04		
187.68   	188.29   	 12.35   	 152.59		 69.14   	 -50.86		 11.58   	 -71.21		
367.43   	368.04   	 12.96   	 122.07		 68.93   	 -66.12		 11.29   	-127.16		
379.94   	380.25   	 13.45   	  76.30		 68.67   	 -66.12		 10.78   	 -50.86		
 69.89   	 69.89   	 13.75   	  35.61		 68.40   	 -66.12		 10.58   	 -55.95		
-379.03   	-379.03   	 13.90   	   0.00		 68.14   	 -66.12		 10.36   	 -35.61		
-775.76   	-775.76   	 13.90   	 -35.61		 67.87   	 -66.12		 10.21   	  -5.09		
-933.23   	-932.92(R)	 13.75(E)	 -61.04		 67.61   	 -66.12		 10.19   	  15.26		
-786.13   	-785.83   	 13.51   	 -76.30		 67.34   	 -66.12		 10.25   	  20.35		
-435.79   	-435.49   	 13.20   	 -86.47		 67.08   	 -66.12		 10.34   	   5.09		
-80.87   	-80.57   	 12.86   	 -71.21		 66.82   	 -66.12		 10.36   	  10.17		
114.14   	114.44   	 12.57   	 -55.95		 66.55   	 -61.04		 10.40   	  10.17		
116.88   	117.49   	 12.35   	 -20.35		 66.31   	 -66.12		 10.44   	  10.17		
 15.56   	 16.48   	 12.27   	  30.52		 66.04   	 -61.04		 10.48   	   5.09		
-72.94   	-71.72   	 12.39   	  91.56		 65.80   	 -61.04		 10.50   	  -5.09		
-89.11   	-87.89   	 12.76   	 167.85		 65.55   	 -66.12		 10.48   	 -20.35		
-50.05   	-49.13   	 13.43   	 264.50		 65.29   	 -55.95		 10.40   	 -35.61		
 -5.80   	 -5.19   	 14.49   	 371.31		 65.07   	 -61.04		 10.25   	 -40.69		
  9.16   	  9.77   	 15.97   	 503.56		 64.82   	 -66.12		 10.09   	 -61.04		
 -2.75   	 -2.14   	 17.99   	 620.55		 64.56   	 -61.04		  9.85   	 -61.04		
-20.75   	-19.84   	 20.47   	 757.88		 64.31   	 -61.04		  9.60   	 -61.04		
-27.77   	-26.86   	 23.50   	 915.56		 64.07   	 -61.04		  9.36   	 -45.78		
-22.89   	-21.97   	 27.16   	1134.28		 63.82   	 -61.04		  9.18   	 -40.69		
-14.04   	-13.12   	 31.70   	1281.79		 63.58   	 -66.12		  9.01   	 -10.17		
 -8.85   	 -8.24   	 36.83   	1291.96		 63.32   	 -61.04		  8.97   	  30.52		
 -9.77   	 -9.16   	 41.99   	1281.79		 63.07   	 -66.12		  9.09   	  20.35		
-13.12   	-12.82   	 47.12   	1246.18		 62.81   	 -66.12		  9.18   	 -35.61		
-14.65   	-14.34   	 52.11   	1088.50		 62.54   	 -71.21		  9.03   	-111.90		
 -6.71   	 -6.41   	 56.46   	 895.22		 62.26   	 -71.21		  8.59   	 -25.43		
 -0.31   	  0.31   	 60.04   	 686.67		 61.97   	 -71.21		  8.48   	 -20.35		
  5.80   	  6.41   	 62.79   	 483.21		 61.69   	 -71.21		  8.40   	 -40.69		
 10.99   	 11.60   	 64.72   	 310.27		 61.40   	 -66.12		  8.24   	 -66.12		
 16.17   	 16.78   	 65.96   	 162.77		 61.14   	 -71.21		  7.98   	 -76.30		
 21.67   	 22.28   	 66.61   	  45.78		 60.85   	 -66.12		  7.67   	 -66.12		
 27.16   	 27.77   	 66.80   	 -35.61		 60.59   	 -66.12		  7.41   	 -40.69		
 33.26   	 33.87   	 66.65   	 -71.21		 60.33   	 -66.12		  7.24   	 -35.61		
 38.76   	 39.06   	 66.37   	 -81.38		 60.06   	 -71.21		  7.10   	 -45.78		
 43.33   	 43.64   	 66.04   	 -61.04		 59.78   	 -66.12		  6.92   	 -55.95		
 47.00   	 47.30   	 65.80   	 -10.17		 59.51   	 -71.21		  6.69   	 -45.78		
 51.88   	 51.88   	 65.76   	  50.86		 59.23   	 -66.12		  6.51   	 -30.52		
 60.42   	 60.42   	 65.96   	 127.16		 58.96   	 -71.21		  6.39   	 -30.52		
 73.24   	 73.24   	 66.47   	 203.46		 58.68   	 -61.04		  6.27   	 -35.61		
 89.72   	 90.03   	 67.28   	 279.75		 58.43   	 -61.04		  6.12   	 -35.61		
108.03   	108.34   	 68.40   	 345.88		 58.19   	 -50.86		  5.98   	 -35.61		
128.78   	129.39   	 69.79   	 401.83		 57.99   	 -30.52		  5.84   	 -30.52		
151.98   	152.59   	 71.39   	 437.43		 57.86   	 -10.17		  5.72   	 -35.61		
176.39   	176.70   	 73.14   	 462.87		 57.82(D)	  25.43		  5.57   	 -40.69		
198.97   	198.97   	 74.99   	 467.95		 57.92   	  61.04		  5.41   	 -45.78		
218.51   	218.51   	 76.87   	 452.69		 58.17   	 106.82		  5.23   	 -40.69		
235.60   	235.90   	 78.68   	 422.18		 58.60   	 162.77		  5.07   	 -35.61		
251.77   	252.38   	 80.37   	 381.48		 59.25   	 223.80		  4.92   	 -35.61		
266.72   	267.33   	 81.89   	 320.45		 60.14   	 274.67		  4.78   	 -45.78		
279.24   	279.54   	 83.17   	 249.24		 61.24   	 432.35		  4.60   	 -81.38		
292.36   	292.36   	 84.17   	 183.11		 62.97   	 483.21		  4.27   	 -30.52		
295.10   	295.10   	 84.90   	 132.25		 64.90   	 513.73		  4.15   	 -25.43		
294.80   	295.10   	 85.43   	  96.64		 66.96   	 549.34		  4.05   	 -25.43		
290.53   	290.83   	 85.82   	  55.95		 69.16   	 569.68		  3.95   	 -25.43		
279.85   	280.15   	 86.04   	  35.61		 71.43   	 584.94		  3.85   	 -10.17		
261.84   	262.45   	 86.18   	  25.43		 73.77   	 595.11		  3.80   	   5.09		
236.82   	237.43   	 86.29   	  20.35		 76.15   	 595.11		  3.83   	  10.17		
206.30   	206.91   	 86.37   	  25.43		 78.53   	 590.03		  3.87   	  -5.09		
171.81   	172.42   	 86.47   	  40.69		 80.89   	 579.86		  3.85   	 -10.17		
137.02   	137.33   	 86.63   	  55.95		 83.21   	 564.60		  3.80   	 -10.17		
104.98   	105.29   	 86.86   	  76.30		 85.47   	 544.25		  3.76   	  -5.09		
 77.51   	 77.51   	 87.16   	  91.56		 87.65   	 513.73		  3.74   	  -5.09		
 53.71   	 53.71   	 87.53   	 101.73		 89.70   	 483.21		  3.72   	 -15.26		
 33.26   	 33.57   	 87.93   	 116.99		 91.64   	 447.61		  3.66   	 -15.26		
 14.95   	 15.26   	 88.40   	 116.99		 93.43   	 412.00		  3.60   	 -15.26		
 -0.61   	 -0.31   	 88.87   	 116.99		 95.08   	 371.31		  3.54   	   5.09		
-12.51   	-12.21   	 89.34   	 106.82		 96.56   	 330.62		  3.56   	  30.52		
-21.06   	-20.75   	 89.77   	  96.64		 97.88   	 284.84		  3.68   	  35.61		
-25.94   	-25.63   	 90.15   	  71.21		 99.02   	 244.15		  3.83   	   5.09		
-28.38   	-28.08   	 90.44   	  55.95		100.00   	 203.46		  3.85   	 -25.43		
-28.99   	-28.69   	 90.66   	  25.43		100.81   	 162.77		  3.74   	 -20.35		
-29.60   	-29.30   	 90.76(S)	   0.00		101.46   	 122.07		  3.66   	   0.00		
-32.04   	-31.74   	 90.76   	 -30.52		101.95   	  91.56		  3.66   	  45.78		
-35.10   	-34.79   	 90.64   	 -55.95		102.32   	  61.04		  3.85   	  61.04		
-38.15   	-37.84   	 90.42   	 -81.38		102.56   	  30.52		  4.09   	  35.61		
-39.06   	-38.45   	 90.09   	-101.73		102.69   	   5.09		  4.23   	   0.00		
-38.45   	-37.84   	 89.68   	-116.99		102.71(S)	 -15.26		  4.23   	 -10.17		
-37.54   	-36.93   	 89.22   	-127.16		102.64   	 -30.52		  4.19   	   5.09		
-38.45   	-38.15   	 88.71   	-127.16		102.52   	 -45.78		  4.21   	  20.35		
-40.28   	-40.28   	 88.20   	-132.25		102.34   	 -55.95		  4.29   	  30.52		
-42.11   	-42.42   	 87.67   	-127.16		102.12   	 -66.12		  4.42   	  35.61		
-43.33   	-43.64   	 87.16   	-127.16		101.85   	 -66.12		  4.56   	  25.43		
-43.95   	-44.25   	 86.65   	-142.42		101.59   	 -71.21		  4.66   	  25.43		
-43.64   	-43.95   	 86.08   	-162.77		101.30   	 -71.21		  4.76   	  15.26		
-42.42   	-42.72   	 85.43   	-203.46		101.02   	 -76.30		  4.82   	  10.17		
