SAMPLE NUMBER:   24
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RRA     	  RRA'		
 -9.77   	-95.21   	  4.58   	 -66.12		 60.45   	-132.25		
 -8.24   	-95.21   	  4.31   	 -55.95		 59.92   	-127.16		
 -7.93   	-96.44   	  4.09   	 -40.69		 59.41   	-127.16		
 -8.24   	-98.57   	  3.93   	 -35.61		 58.90   	-116.99		
 -8.85   	-100.10   	  3.78   	 -25.43		 58.43   	-116.99		
 -8.24   	-99.79   	  3.68   	 -20.35		 57.97   	-106.82		
 -6.10   	-96.74   	  3.60   	 -10.17		 57.54   	-101.73		
 -3.66   	-92.16   	  3.56   	  -5.09		 57.13   	 -96.64		
 -2.75   	-89.11   	  3.54(D)	   0.00		 56.74   	 -86.47		
 -3.97   	-88.81   	  3.54   	   5.09		 56.40   	 -86.47		
 -6.71   	-90.64   	  3.56   	   5.09		 56.05   	 -71.21		
 -9.77   	-92.47   	  3.58   	  10.17		 55.77   	 -66.12		
-10.38   	-92.16   	  3.62   	  15.26		 55.50   	 -61.04		
 -7.63   	-89.42   	  3.68   	  15.26		 55.26   	 -55.95		
 -3.97   	-85.75   	  3.74   	  15.26		 55.04   	 -45.78		
 -2.44   	-85.14   	  3.80   	  15.26		 54.85   	 -40.69		
 -4.88   	-88.20   	  3.87   	  15.26		 54.69   	 -30.52		
 -9.16   	-92.47   	  3.93   	  15.26		 54.57   	 -30.52		
-11.60   	-94.91   	  3.99   	  15.26		 54.45   	 -20.35		
-10.99   	-94.91   	  4.05   	  15.26		 54.36   	 -15.26		
 -8.54   	-93.38   	  4.11   	  15.26		 54.30   	 -15.26		
 -7.63   	-93.08   	  4.17   	  15.26		 54.24   	  -5.09		
 -8.24   	-94.30   	  4.23   	  10.17		 54.22   	 -10.17		
 -7.32   	-95.21   	  4.27   	   5.09		 54.18   	   0.00		
 -3.36   	-94.91   	  4.29   	  10.17		 54.18   	  -5.09		
  0.61   	-95.21   	  4.33   	   5.09		 54.16   	   0.00		
  1.83   	-96.74   	  4.35   	   5.09		 54.16   	   5.09		
  0.31   	-97.66   	  4.37   	   5.09		 54.18   	   0.00		
 -1.22   	-95.52   	  4.39   	   0.00		 54.18   	   5.09		
 -1.83   	-91.86   	  4.39   	   5.09		 54.20   	   0.00		
 -1.53   	-89.42   	  4.42   	   0.00		 54.20   	   5.09		
 -2.44   	-90.03   	  4.42   	   5.09		 54.22   	  10.17		
 -4.58   	-93.08   	  4.44   	   5.09		 54.26   	   5.09		
 -5.49   	-94.60   	  4.46   	   5.09		 54.28   	   5.09		
 -3.66   	-92.47   	  4.48   	   5.09		 54.30   	   0.00		
 -1.53   	-89.42   	  4.50   	  10.17		 54.30   	   5.09		
 -2.44   	-88.81   	  4.54   	  10.17		 54.32   	   5.09		
 -5.19   	-89.42   	  4.58   	  10.17		 54.34   	   0.00		
 -5.49   	-85.75   	  4.62   	  15.26		 54.34   	   0.00		
  1.83   	-74.77   	  4.68   	  10.17		 54.34   	  -5.09		
 17.40   	-57.07   	  4.72   	  15.26		 54.32   	  -5.09		
 35.71   	-38.76   	  4.78   	  20.35		 54.30   	  -5.09		
 50.66   	-23.80   	  4.86   	  15.26		 54.28   	 -10.17		
 59.51   	-10.99   	  4.92   	  15.26		 54.24   	 -10.17		
 64.09   	  3.36   	  4.98   	  15.26		 54.20   	 -15.26		
 68.97   	 19.84   	  5.05   	  15.26		 54.14   	 -15.26		
 76.29   	 34.48   	  5.11   	  10.17		 54.08   	 -15.26		
 84.53   	 40.28   	  5.15   	  15.26		 54.02   	 -20.35		
 90.64   	 35.10   	  5.21   	  15.26		 53.94   	 -20.35		
 91.25   	 22.28   	  5.27   	  15.26		 53.86   	 -20.35		
 83.62   	  5.80   	  5.33   	  10.17		 53.77   	 -20.35		
 67.14   	-13.43   	  5.37   	  10.17		 53.69   	 -25.43		
 45.78   	-35.71   	  5.41   	  15.26		 53.59   	 -25.43		
 27.77   	-59.81   	  5.47   	  10.17		 53.49   	 -30.52		
 18.92   	-83.31   	  5.51   	  10.17		 53.37   	 -30.52		
 17.70   	-103.15   	  5.55   	  15.26		 53.24   	 -30.52		
 18.31   	-116.88   	  5.62   	  10.17		 53.12   	 -30.52		
 14.04   	-123.60   	  5.66   	  15.26		 53.00   	 -30.52		
  2.14   	-126.04   	  5.72   	  10.17		 52.88   	 -35.61		
-15.26   	-126.65   	  5.76   	  15.26		 52.74   	 -30.52		
-32.96   	-128.17   	  5.82   	  10.17		 52.61   	 -35.61		
-47.91   	-131.53   	  5.86   	  15.26		 52.47   	 -35.61		
-57.07   	-134.89   	  5.92   	  15.26		 52.33   	 -35.61		
-59.81   	-134.89   	  5.98   	  15.26		 52.19   	 -30.52		
-57.68   	-131.53   	  6.04   	  10.17		 52.06   	 -35.61		
-54.63   	-128.17   	  6.08   	  15.26		 51.92   	 -30.52		
-54.32   	-127.56   	  6.14   	  10.17		 51.80   	 -35.61		
-55.24   	-128.78   	  6.19   	  10.17		 51.66   	 -30.52		
-54.32   	-128.78   	  6.23   	  10.17		 51.54   	 -30.52		
-50.66   	-126.34   	  6.27   	  10.17		 51.41   	 -30.52		
-46.08   	-124.21   	  6.31   	   5.09		 51.29   	 -30.52		
-42.72   	-128.78   	  6.33   	  10.17		 51.17   	 -30.52		
-37.84   	-141.91   	  6.37   	   5.09		 51.05   	 -30.52		
-23.50   	-154.72   	  6.39   	   5.09		 50.93   	 -30.52		
  8.85   	-146.48   	  6.41   	  10.17		 50.80   	 -30.52		
 61.95   	-93.38   	  6.45   	   5.09		 50.68   	 -25.43		
130.92   	 21.06   	  6.47   	  10.17		 50.58   	 -30.52		
203.86   	203.55   	  6.51   	  10.17		 50.46   	 -30.52		
259.70   	449.83   	  6.55   	  10.17		 50.34   	 -25.43		
265.50   	735.17   	  6.59   	  10.17		 50.23   	 -25.43		
187.38   	997.62   	  6.63   	  25.43		 50.13   	 -55.95		
-208.44   	1041.57(R)	  6.73(E)	  15.26		 49.91   	 -25.43		
-415.95   	681.76   	  6.80   	  15.26		 49.81   	 -30.52		
-536.80   	138.24   	  6.86   	  15.26		 49.68   	 -20.35		
-550.54   	-408.94   	  6.92   	  20.35		 49.60   	 -25.43		
-495.30   	-783.39   	  7.00   	  15.26		 49.50   	 -25.43		
-431.21   	-915.53   	  7.06   	  20.35		 49.40   	 -20.35		
-392.15   	-861.21   	  7.14   	  20.35		 49.32   	 -25.43		
-370.48   	-736.08   	  7.22   	  20.35		 49.22   	 -25.43		
-336.00   	-622.25   	  7.30   	  25.43		 49.11   	 -25.43		
-271.00   	-528.56   	  7.41   	  25.43		 49.01   	 -30.52		
-184.63   	-426.33   	  7.51   	  25.43		 48.89   	 -25.43		
-101.93   	-300.90   	  7.61   	  30.52		 48.79   	 -30.52		
-43.03   	-175.48   	  7.73   	  30.52		 48.67   	 -30.52		
-12.51   	-86.36   	  7.85   	  35.61		 48.55   	 -30.52		
 -3.05   	-49.44   	  8.00   	  45.78		 48.42   	 -25.43		
 -2.44   	-50.96   	  8.18   	  45.78		 48.32   	 -30.52		
 -2.75   	-63.17   	  8.36   	  55.95		 48.20   	 -25.43		
  1.22   	-66.53   	  8.59   	  71.21		 48.10   	 -25.43		
  9.16   	-57.68   	  8.87   	  81.38		 48.00   	 -20.35		
 18.62   	-43.95   	  9.20   	  91.56		 47.91   	 -25.43		
 25.94   	-32.35   	  9.56   	 111.90		 47.81   	 -20.35		
 29.91   	-25.94   	 10.01   	 127.16		 47.73   	 -25.43		
 31.74   	-23.50   	 10.52   	 147.51		 47.63   	 -25.43		
 32.35   	-22.58   	 11.11   	 162.77		 47.53   	 -20.35		
 32.65   	-21.67   	 11.76   	 178.03		 47.45   	 -25.43		
 32.35   	-20.45   	 12.47   	 198.37		 47.34   	 -25.43		
 31.43   	-18.31   	 13.27   	 208.54		 47.24   	 -20.35		
 30.82   	-14.34   	 14.10   	 223.80		 47.16   	 -25.43		
 30.82   	 -8.85   	 14.99   	 239.06		 47.06   	 -25.43		
 30.52   	 -3.97   	 15.95   	 239.06		 46.96   	 -20.35		
 29.60   	 -2.14   	 16.91   	 249.24		 46.88   	 -25.43		
 27.47   	 -3.36   	 17.90   	 254.32		 46.77   	 -20.35		
 25.33   	 -5.49   	 18.92   	 259.41		 46.69   	 -25.43		
 25.33   	 -4.88   	 19.96   	 259.41		 46.59   	 -20.35		
 27.16   	 -0.31   	 21.00   	 259.41		 46.51   	 -25.43		
 30.52   	  6.71   	 22.03   	 254.32		 46.41   	 -20.35		
 34.18   	 14.34   	 23.05   	 259.41		 46.33   	 -25.43		
 37.54   	 21.36   	 24.09   	 254.32		 46.23   	 -20.35		
 40.89   	 27.16   	 25.11   	 254.32		 46.14   	 -25.43		
 43.64   	 31.74   	 26.12   	 249.24		 46.04   	 -20.35		
 45.17   	 35.71   	 27.12   	 249.24		 45.96   	 -25.43		
 44.86   	 39.67   	 28.12   	 239.06		 45.86   	 -20.35		
 45.17   	 44.86   	 29.07   	 233.98		 45.78   	 -25.43		
 49.13   	 54.02   	 30.01   	 233.98		 45.68   	 -25.43		
 57.98   	 67.75   	 30.95   	 218.72		 45.57   	 -20.35		
 68.97   	 83.01   	 31.82   	 213.63		 45.49   	 -25.43		
 75.99   	 95.52   	 32.68   	 208.54		 45.39   	 -20.35		
 76.29   	102.54   	 33.51   	 193.29		 45.31   	 -20.35		
 71.11   	105.29   	 34.28   	 188.20		 45.23   	 -15.26		
 65.92   	107.42   	 35.04   	 172.94		 45.17   	 -15.26		
 66.53   	112.61   	 35.73   	 162.77		 45.11   	  -5.09		
 72.94   	121.15   	 36.38   	 152.59		 45.09(D)	   5.09		
 80.87   	129.39   	 36.99   	 137.33		 45.11   	  10.17		
 85.75   	134.89   	 37.54   	 132.25		 45.15   	  25.43		
 84.84   	137.94   	 38.07   	 116.99		 45.25   	  40.69		
 80.26   	141.91   	 38.53   	 106.82		 45.41   	  55.95		
 78.43   	151.06   	 38.96   	  91.56		 45.64   	  71.21		
 82.70   	165.71   	 39.33   	  86.47		 45.92   	  96.64		
 90.64   	182.80   	 39.67   	  71.21		 46.31   	 116.99		
 97.66   	198.06   	 39.96   	  66.12		 46.77   	 142.42		
 98.57   	209.05   	 40.22   	  55.95		 47.34   	 162.77		
 93.69   	217.90   	 40.45   	  50.86		 48.00   	 188.20		
 88.81   	228.88   	 40.65   	  40.69		 48.75   	 213.63		
 89.72   	244.14   	 40.81   	  40.69		 49.60   	 228.89		
 95.83   	261.84   	 40.98   	  30.52		 50.52   	 254.32		
102.23   	277.10   	 41.10   	  30.52		 51.54   	 264.50		
104.06   	287.48   	 41.22   	  25.43		 52.59   	 284.84		
101.32   	293.88   	 41.32   	  20.35		 53.73   	 295.01		
 96.74   	299.38   	 41.40   	  20.35		 54.91   	 305.19		
 93.08   	305.48   	 41.49   	  20.35		 56.13   	 315.36		
 90.33   	310.97   	 41.57   	  15.26		 57.40   	 320.45		
 87.59   	314.33   	 41.63   	  15.26		 58.68   	 320.45		
 84.53   	313.42   	 41.69   	  15.26		 59.96   	 320.45		
 82.40   	307.92   	 41.75   	  15.26		 61.24   	 320.45		
 81.18   	297.55   	 41.81   	  10.17		 62.52   	 320.45		
 79.35   	281.07   	 41.85   	  15.26		 63.80   	 315.36		
 74.16   	256.35   	 41.91   	  10.17		 65.07   	 305.19		
 65.31   	223.69   	 41.95   	   5.09		 66.29   	 300.10		
 54.32   	184.63   	 41.97   	   5.09		 67.49   	 289.93		
 43.33   	142.21   	 41.99   	   5.09		 68.65   	 274.67		
 34.18   	100.71   	 42.01(S)	   0.00		 69.75   	 264.50		
 26.86   	 64.09   	 42.01   	   0.00		 70.80   	 249.24		
 21.67   	 32.96   	 42.01   	  -5.09		 71.80   	 228.89		
 17.40   	  5.19   	 41.99   	  -5.09		 72.72   	 218.72		
 13.12   	-21.06   	 41.97   	  -5.09		 73.59   	 198.37		
  8.85   	-46.39   	 41.95   	 -10.17		 74.38   	 178.03		
  4.58   	-68.36   	 41.91   	 -10.17		 75.10   	 162.77		
  1.53   	-83.92   	 41.87   	 -10.17		 75.75   	 142.42		
  0.31   	-92.47   	 41.83   	 -20.35		 76.32   	 122.07		
 -0.61   	-97.96   	 41.75   	 -15.26		 76.81   	 101.73		
 -3.05   	-105.29   	 41.69   	 -20.35		 77.21   	  86.47		
 -8.24   	-116.27   	 41.61   	 -25.43		 77.56   	  66.12		
-14.04   	-127.56   	 41.51   	 -25.43		 77.82   	  50.86		
-16.17   	-134.28   	 41.40   	 -30.52		 78.03   	  30.52		
-12.82   	-134.58   	 41.28   	 -30.52		 78.15   	  20.35		
 -6.71   	-131.84   	 41.16   	 -40.69		 78.23   	   5.09		
 -3.36   	-131.53   	 41.00   	 -40.69		 78.25(S)	  -5.09		
 -5.80   	-137.02   	 40.83   	 -50.86		 78.23   	 -20.35		
-13.43   	-147.09   	 40.63   	 -55.95		 78.15   	 -30.52		
-20.75   	-155.94   	 40.41   	 -71.21		 78.03   	 -45.78		
-22.58   	-159.00   	 40.12   	 -81.38		 77.84   	 -45.78		
-19.23   	-156.25   	 39.80   	 -96.64		 77.66   	 -61.04		
-15.87   	-152.28   	 39.41   	-111.90		 77.42   	 -66.12		
-15.56   	-150.45   	 38.96   	-132.25		 77.15   	 -71.21		
-18.31   	-150.45   	 38.43   	-152.59		 76.87   	 -81.38		
-20.75   	-150.15   	 37.82   	-178.03		 76.54   	 -86.47		
-20.14   	-146.79   	 37.11   	-198.37		 76.20   	 -86.47		
-17.40   	-142.21   	 36.32   	-228.89		 75.85   	 -96.64		
-15.26   	-138.85   	 35.40   	-249.24		 75.46   	 -91.56		
-15.26   	-138.55   	 34.40   	-269.58		 75.10   	-101.73		
-16.48   	-140.08   	 33.33   	-289.93		 74.69   	-101.73		
-16.78   	-141.60   	 32.17   	-300.10		 74.28   	-101.73		
-16.17   	-142.82   	 30.97   	-315.36		 73.88   	-101.73		
-16.48   	-143.74   	 29.70   	-320.45		 73.47   	-106.82		
-18.62   	-144.96   	 28.42   	-320.45		 73.04   	-106.82		
-20.45   	-144.96   	 27.14   	-325.53		 72.61   	-111.90		
-20.14   	-142.21   	 25.84   	-315.36		 72.17   	-111.90		
-15.56   	-135.80   	 24.58   	-310.27		 71.72   	-116.99		
 -7.93   	-127.87   	 23.34   	-300.10		 71.25   	-122.07		
 -1.83   	-121.46   	 22.14   	-289.93		 70.76   	-122.07		
 -0.31   	-117.80   	 20.98   	-279.75		 70.27   	-122.07		
 -4.27   	-117.49   	 19.86   	-269.58		 69.79   	-127.16		
-10.07   	-118.10   	 18.78   	-254.32		 69.28   	-127.16		
-13.12   	-117.80   	 17.76   	-244.15		 68.77   	-132.25		
-12.82   	-116.58   	 16.79   	-228.89		 68.24   	-137.33		
 -9.77   	-114.75   	 15.87   	-218.72		 67.69   	-137.33		
 -7.32   	-113.53   	 14.99   	-208.54		 67.14   	-137.33		
 -6.10   	-112.30   	 14.16   	-198.37		 66.59   	-137.33		
 -5.49   	-111.08   	 13.37   	-183.11		 66.04   	-137.33		
 -6.71   	-111.39   	 12.63   	-172.94		 65.49   	-142.42		
 -9.77   	-114.44   	 11.94   	-157.68		 64.92   	-137.33		
-13.73   	-119.02   	 11.31   	-152.59		 64.37   	-142.42		
-14.95   	-122.07   	 10.70   	-137.33		 63.80   	-137.33		
-11.29   	-120.54   	 10.15   	-122.07		 63.26   	-137.33		
 -5.19   	-116.58   	  9.66   	-111.90		 62.71   	-132.25		
 -2.44   	-115.05   	  9.22   	-101.73		 62.18   	-132.25		
 -5.49   	-117.80   	  8.81   	 -91.56		 61.65   	-122.07		
-10.68   	-122.38   	  8.44   	 -76.30		 61.16   	-122.07		
-13.12   	-125.43   	  8.14   	 -71.21		 60.67   	-116.99		
-10.99   	-126.04   	  7.85   	 -55.95		 60.20   	-111.90		
 -7.63   	-126.65   	  7.63   	 -45.78		 59.76   	-101.73		
 -7.63   	-128.78   	  7.45   	 -40.69		 59.35   	-101.73		
-10.38   	-131.23   	  7.28   	 -30.52		 58.94   	 -86.47		
-12.82   	-130.92   	  7.16   	 -25.43		 58.60   	 -81.38		
-12.82   	-128.17   	  7.06   	 -15.26		 58.27   	 -76.30		
-11.60   	-125.73   	  7.00   	  -5.09		 57.97   	 -66.12		
-11.90   	-125.73   	  6.98   	  -5.09		 57.70   	 -55.95		
-13.12   	-126.34   	  6.96(D)	   5.09		 57.48   	 -50.86		
-12.82   	-124.21   	  6.98   	   5.09		 57.27   	 -40.69		
 -9.77   	-119.32   	  7.00   	  15.26		 57.11   	 -35.61		
 -6.71   	-115.05   	  7.06   	  15.26		 56.97   	 -25.43		
 -6.71   	-115.36   	  7.12   	  15.26		 56.87   	 -25.43		
-10.38   	-120.54   	  7.18   	  20.35		 56.76   	 -15.26		
-15.26   	-126.04   	  7.26   	  20.35		 56.70   	 -15.26		
-17.40   	-128.48   	  7.34   	  20.35		 56.64   	  -5.09		
-16.17   	-126.65   	  7.43   	  15.26		 56.62   	  -5.09		
-13.43   	-123.29   	  7.49   	  20.35		 56.60   	  -5.09		
-11.29   	-121.46   	  7.57   	  15.26		 56.58   	   5.09		
 -9.77   	-121.15   	  7.63   	  15.26		 56.60   	   5.09		
 -8.24   	-120.54   	  7.69   	  15.26		 56.62   	   5.09		
 -6.41   	-119.93   	  7.75   	  10.17		 56.64   	   5.09		
 -6.41   	-119.63   	  7.79   	   5.09		 56.66   	  10.17		
 -8.24   	-119.63   	  7.81   	  10.17		 56.70   	  15.26		
-10.07   	-118.41   	  7.85   	   0.00		 56.76   	  10.17		
-10.38   	-115.97   	  7.85   	   5.09		 56.81   	  10.17		
 -9.46   	-112.30   	  7.87   	   5.09		 56.85   	  10.17		
 -9.16   	-109.25   	  7.89   	   0.00		 56.89   	  10.17		
-10.99   	-108.95   	  7.89   	   0.00		 56.93   	  10.17		
-14.65   	-110.78   	  7.89   	   0.00		 56.97   	  10.17		
-17.70   	-113.22   	  7.89   	   0.00		 57.01   	   5.09		
-16.78   	-113.53   	  7.89   	   0.00		 57.03   	   0.00		
-11.60   	-110.47   	  7.89   	   0.00		 57.03   	   5.09		
 -4.27   	-104.98   	  7.89   	   0.00		 57.05   	  -5.09		
  2.44   	-97.05   	  7.89   	   0.00		 57.03   	   0.00		
  8.54   	-86.67   	  7.89   	   5.09		 57.03   	  -5.09		
 15.87   	-73.85   	  7.91   	   0.00		 57.01   	 -10.17		
 25.33   	-58.59   	  7.91   	   0.00		 56.97   	 -10.17		
 36.62   	-40.89   	  7.91   	   5.09		 56.93   	 -15.26		
 47.91   	-21.06   	  7.93   	   5.09		 56.87   	 -15.26		
 57.07   	  1.22   	  7.96   	   5.09		 56.81   	 -20.35		
 64.09   	 23.19   	  7.98   	   5.09		 56.72   	 -20.35		
 70.19   	 39.06   	  8.00   	   5.09		 56.64   	 -20.35		
 75.07   	 43.33   	  8.02   	  10.17		 56.56   	 -25.43		
 75.68   	 34.18   	  8.06   	   5.09		 56.46   	 -25.43		
 69.58   	 14.95   	  8.08   	  10.17		 56.36   	 -25.43		
 57.07   	 -6.71   	  8.12   	   5.09		 56.26   	 -25.43		
 42.42   	-26.25   	  8.14   	   5.09		 56.15   	 -30.52		
 30.82   	-43.03   	  8.16   	  10.17		 56.03   	 -30.52		
 25.63   	-58.59   	  8.20   	   5.09		 55.91   	 -35.61		
 25.94   	-75.68   	  8.22   	   5.09		 55.77   	 -35.61		
 27.47   	-93.08   	  8.24   	   5.09		 55.63   	 -35.61		
 26.25   	-108.64   	  8.26   	   5.09		 55.48   	 -35.61		
 19.23   	-120.24   	  8.28   	  10.17		 55.34   	 -40.69		
  6.71   	-127.87   	  8.32   	   5.09		 55.18   	 -35.61		
 -9.16   	-133.36   	  8.34   	   5.09		 55.04   	 -40.69		
-25.33   	-138.85   	  8.36   	  10.17		 54.87   	 -40.69		
-36.62   	-144.35   	  8.40   	  10.17		 54.71   	 -35.61		
-41.20   	-148.01   	  8.44   	  10.17		 54.57   	 -40.69		
-40.28   	-148.32   	  8.48   	  10.17		 54.40   	 -35.61		
-38.76   	-144.96   	  8.52   	  10.17		 54.26   	 -40.69		
-39.98   	-138.85   	  8.57   	  10.17		 54.10   	 -35.61		
-43.03   	-131.23   	  8.61   	  15.26		 53.96   	 -35.61		
-45.17   	-122.99   	  8.67   	   5.09		 53.81   	 -30.52		
-44.56   	-116.27   	  8.69   	  10.17		 53.69   	 -35.61		
-41.81   	-113.53   	  8.73   	  10.17		 53.55   	 -35.61		
-37.23   	-116.58   	  8.77   	   5.09		 53.41   	 -30.52		
-30.21   	-127.87   	  8.79   	   5.09		 53.29   	 -35.61		
-18.62   	-143.74   	  8.81   	   5.09		 53.14   	 -35.61		
  0.92   	-151.06   	  8.83   	   0.00		 53.00   	 -30.52		
 32.65   	-125.43   	  8.83   	   5.09		 52.88   	 -35.61		
 78.43   	-38.45   	  8.85   	   5.09		 52.74   	 -30.52		
137.02   	130.31   	  8.87   	   5.09		 52.61   	 -30.52		
195.31   	385.44   	  8.89   	   0.00		 52.49   	 -30.52		
225.83   	707.70   	  8.89   	   5.09		 52.37   	 -30.52		
192.26   	1039.73   	  8.91   	  10.17		 52.25   	 -61.04		
-108.03   	1307.07(R)	  8.95(E)	   5.09		 52.00   	 -30.52		
-303.34   	1035.46   	  8.97   	  10.17		 51.88   	 -30.52		
-447.69   	496.52   	  9.01   	   5.09		 51.76   	 -30.52		
-505.68   	-150.15   	  9.03   	   5.09		 51.64   	 -30.52		
-488.89   	-687.87   	  9.05   	  10.17		 51.52   	 -25.43		
-438.84   	-966.49   	  9.09   	   5.09		 51.41   	 -30.52		
-390.01   	-978.39   	  9.11   	  10.17		 51.29   	 -30.52		
-349.43   	-830.69   	  9.16   	  10.17		 51.17   	 -25.43		
-301.21   	-649.11   	  9.20   	  10.17		 51.07   	 -30.52		
-234.38   	-499.27   	  9.24   	  15.26		 50.95   	 -25.43		
-156.25   	-380.55   	  9.30   	  15.26		 50.84   	 -25.43		
-88.20   	-272.52   	  9.36   	  15.26		 50.74   	 -30.52		
-43.95   	-172.42   	  9.42   	  20.35		 50.62   	 -25.43		
-22.58   	-96.13   	  9.50   	  20.35		 50.52   	 -30.52		
-13.12   	-57.68   	  9.58   	  25.43		 50.40   	 -25.43		
 -7.63   	-51.27   	  9.68   	  35.61		 50.29   	 -30.52		
 -3.05   	-59.51   	  9.83   	  35.61		 50.17   	 -30.52		
  0.00   	-64.39   	  9.97   	  45.78		 50.05   	 -30.52		
  2.75   	-59.20   	 10.15   	  55.95		 49.93   	 -25.43		
  7.02   	-47.00   	 10.38   	  66.12		 49.83   	 -30.52		
 13.12   	-35.10   	 10.64   	  71.21		 49.70   	 -30.52		
 18.92   	-28.38   	 10.93   	  86.47		 49.58   	 -25.43		
 22.58   	-27.16   	 11.27   	  96.64		 49.48   	 -25.43		
 23.80   	-27.77   	 11.66   	 106.82		 49.38   	 -25.43		
 22.58   	-26.55   	 12.09   	 122.07		 49.28   	 -30.52		
 19.23   	-23.80   	 12.57   	 132.25		 49.16   	 -25.43		
 14.95   	-21.36   	 13.10   	 152.59		 49.05   	 -25.43		
 12.51   	-18.62   	 13.71   	 162.77		 48.95   	 -25.43		
 14.95   	-13.73   	 14.36   	 178.03		 48.85   	 -25.43		
 20.45   	 -5.49   	 15.08   	 193.29		 48.75   	 -25.43		
 24.72   	  3.36   	 15.85   	 208.54		 48.65   	 -25.43		
 23.80   	  9.46   	 16.68   	 223.80		 48.55   	 -25.43		
 18.62   	 12.21   	 17.58   	 233.98		 48.44   	 -30.52		
 14.34   	 13.43   	 18.51   	 244.15		 48.32   	 -25.43		
 14.04   	 16.17   	 19.49   	 254.32		 48.22   	 -30.52		
 17.70   	 21.06   	 20.51   	 254.32		 48.10   	 -25.43		
 21.67   	 26.25   	 21.53   	 259.41		 48.00   	 -30.52		
 22.58   	 29.91   	 22.56   	 264.50		 47.87   	 -25.43		
 21.67   	 32.65   	 23.62   	 259.41		 47.77   	 -30.52		
 21.06   	 37.23   	 24.66   	 254.32		 47.65   	 -25.43		
 23.19   	 45.17   	 25.68   	 249.24		 47.55   	 -25.43		
 26.25   	 54.63   	 26.67   	 244.15		 47.45   	 -30.52		
 28.69   	 63.17   	 27.65   	 239.06		 47.32   	 -25.43		
 30.52   	 69.89   	 28.61   	 233.98		 47.22   	 -30.52		
 32.96   	 75.68   	 29.54   	 223.80		 47.10   	 -25.43		
 38.15   	 83.31   	 30.44   	 213.63		 47.00   	 -25.43		
 46.08   	 93.38   	 31.29   	 203.46		 46.90   	 -20.35		
 52.19   	102.84   	 32.11   	 193.29		 46.82   	 -25.43		
 52.19   	108.95   	 32.88   	 188.20		 46.71   	 -15.26		
 47.61   	111.39   	 33.63   	 172.94		 46.65   	 -15.26		
 42.72   	113.22   	 34.32   	 162.77		 46.59   	  -5.09		
 41.50   	117.19   	 34.97   	 152.59		 46.57(D)	   5.09		
 44.56   	123.60   	 35.58   	 142.42		 46.59   	  15.26		
 47.30   	130.92   	 36.15   	 132.25		 46.65   	  30.52		
 46.08   	137.33   	 36.68   	 122.07		 46.77   	  50.86		
 42.11   	142.52   	 37.17   	 106.82		 46.98   	  71.21		
 40.28   	148.93   	 37.60   	 101.73		 47.26   	  91.56		
 45.78   	159.00   	 38.01   	  91.56		 47.63   	 122.07		
 56.46   	173.34   	 38.37   	  81.38		 48.12   	 147.51		
 66.53   	189.21   	 38.70   	  71.21		 48.71   	 167.85		
 68.97   	203.55   	 38.98   	  61.04		 49.38   	 198.37		
 63.48   	214.54   	 39.23   	  55.95		 50.17   	 223.80		
 55.24   	222.78   	 39.45   	  45.78		 51.07   	 244.15		
 51.57   	231.02   	 39.63   	  35.61		 52.04   	 264.50		
 54.93   	242.31   	 39.78   	  30.52		 53.10   	 289.93		
 61.65   	256.04   	 39.90   	  25.43		 54.26   	 300.10		
 66.22   	269.78   	 40.00   	  20.35		 55.46   	 315.36		
 65.61   	280.76   	 40.08   	  10.17		 56.72   	 330.62		
 60.42   	288.39   	 40.12   	   5.09		 58.05   	 335.71		
 55.24   	293.58   	 40.14(S)	   0.00		 59.39   	 345.88		
 53.10   	298.77   	 40.14   	   0.00		 60.77   	 345.88		
 54.32   	304.26   	 40.14   	 -10.17		 62.16   	 350.97		
 55.54   	308.23   	 40.10   	 -10.17		 63.56   	 345.88		
 54.02   	307.31   	 40.06   	 -15.26		 64.94   	 350.97		
 48.52   	299.07   	 40.00   	 -15.26		 66.35   	 340.79		
 41.50   	283.20   	 39.94   	 -15.26		 67.71   	 335.71		
 37.54   	262.76   	 39.88   	 -20.35		 69.05   	 325.53		
 39.06   	239.56   	 39.80   	 -20.35		 70.36   	 315.36		
 43.64   	212.71   	 39.72   	 -20.35		 71.62   	 300.10		
 45.47   	180.66   	 39.63   	 -25.43		 72.82   	 279.75		
 40.28   	142.82   	 39.53   	 -20.35		 73.94   	 269.58		
 29.30   	102.54   	 39.45   	 -25.43		 75.01   	 244.15		
 17.40   	 63.78   	 39.35   	 -20.35		 75.99   	 223.80		
  9.46   	 29.60   	 39.27   	 -25.43		 76.89   	 203.46		
  7.32   	  0.61   	 39.17   	 -25.43		 77.70   	 183.11		
  8.24   	-24.72   	 39.06   	 -25.43		 78.43   	 157.68		
  8.24   	-47.61   	 38.96   	 -20.35		 79.06   	 137.33		
  4.88   	-67.75   	 38.88   	 -25.43		 79.61   	 111.90		
 -1.22   	-85.45   	 38.78   	 -30.52		 80.06   	  96.64		
 -7.32   	-100.71   	 38.66   	 -25.43		 80.45   	  71.21		
