SAMPLE NUMBER:   14
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
-221.25   	-227.66   	  1.34   	  -5.09		
-183.11   	-273.74   	  1.32   	  -5.09		
-164.79   	-272.83   	  1.30   	   5.09		
-137.02   	-235.60   	  1.32   	   0.00		
-89.72   	-184.94   	  1.32   	  15.26		
-35.10   	-139.77   	  1.38   	  20.35		
  8.24   	-107.12   	  1.46   	  20.35		
 30.21   	-87.59   	  1.55   	  25.43		
 33.87   	-79.35   	  1.65   	  30.52		
 30.21   	-78.74   	  1.77   	  25.43		
 28.38   	-80.57   	  1.87   	  35.61		
 32.65   	-80.26   	  2.01   	  61.04		
 39.67   	-77.21   	  2.26   	  76.30		
 45.47   	-73.55   	  2.56   	  81.38		
 47.91   	-71.11   	  2.89   	  96.64		
 48.22   	-68.97   	  3.28   	 111.90		
 49.44   	-66.22   	  3.72   	 147.51		
 53.71   	-61.65   	  4.31   	 269.58		
 67.75   	-49.74   	  5.39   	 305.19		
 73.24   	-44.25   	  6.61   	 340.79		
 75.99   	-39.06   	  7.98   	 325.53		
 77.51   	-33.87   	  9.28   	 300.10		
 79.65   	-28.38   	 10.48   	 279.75		
 83.31   	-22.58   	 11.60   	 254.32		
 88.20   	-16.17   	 12.61   	 249.24		
 92.77   	-10.07   	 13.61   	 218.72		
 96.44   	 -5.19   	 14.49   	 198.37		
 99.18   	 -2.14   	 15.28   	 188.20		
101.62   	  0.00   	 16.03   	 167.85		
104.68   	  1.53   	 16.70   	 152.59		
108.64   	  3.66   	 17.31   	 147.51		
113.53   	  6.71   	 17.90   	 132.25		
118.41   	  9.77   	 18.43   	 122.07		
123.60   	 13.12   	 18.92   	 122.07		
130.00   	 16.17   	 19.41   	 132.25		
137.02   	 20.14   	 19.94   	 132.25		
144.96   	 23.80   	 20.47   	 137.33		
151.67   	 26.25   	 21.02   	 147.51		
156.56   	 26.25   	 21.61   	 142.42		
159.00   	 24.72   	 22.18   	 137.33		
160.22   	 22.28   	 22.73   	 127.16		
160.52   	 20.14   	 23.23   	 122.07		
160.83   	 19.53   	 23.72   	  76.30		
163.57   	 21.67   	 24.03   	  66.12		
166.02   	 24.72   	 24.29   	  35.61		
167.24   	 28.08   	 24.44   	  10.17		
165.41   	 30.82   	 24.48   	  -5.09		
159.61   	 32.04   	 24.46   	 -30.52		
150.15   	 32.65   	 24.33   	 -40.69		
139.16   	 32.65   	 24.17   	 -45.78		
127.56   	 32.96   	 23.99   	  N/A		
