SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
-223.69   	415.34(R)	  1.00(E)	  10.17		
-356.45   	278.02   	  1.04   	  35.61		
-444.03   	 85.45   	  1.18   	  35.61		
-462.34   	-107.12   	  1.32   	  15.26		
-417.79   	-260.93   	  1.38   	  20.35		
-345.76   	-364.38   	  1.46   	  20.35		
-282.59   	-418.09   	  1.55   	  20.35		
-243.23   	-423.58   	  1.63   	  35.61		
-217.59   	-386.05   	  1.77   	  45.78		
-187.99   	-323.18   	  1.95   	  10.17		
-145.26   	-264.28   	  1.99   	   0.00		
-95.52   	-231.02   	  1.99   	  25.43		
-51.88   	-226.14   	  2.10   	  30.52		
-23.50   	-233.76   	  2.22   	   5.09		
 -9.46   	-236.21   	  2.24   	  25.43		
 -2.75   	-226.14   	  2.34   	  91.56		
  3.36   	-209.96   	  2.71   	 111.90		
 11.90   	-196.53   	  3.15   	  76.30		
 21.06   	-188.90   	  3.46   	  96.64		
 28.38   	-183.72   	  3.85   	 101.73		
 31.74   	-175.78   	  4.25   	  96.64		
 32.35   	-161.13   	  4.64   	 274.67		
 31.74   	-140.38   	  5.74   	 406.92		
 32.65   	-119.63   	  7.37   	 381.48		
 35.71   	-107.42   	  8.89   	 808.75		
 39.98   	-124.51   	 12.13   	 371.31		
 38.15   	-145.26   	 13.61   	 396.74		
 35.10   	-162.35   	 15.20   	 361.14		
 33.57   	-168.76   	 16.64   	 300.10		
 36.62   	-163.27   	 17.84   	  N/A		
