SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 83.31   	 35.71   	 18.90   	 116.99		
 78.74   	 35.71   	 19.37   	  96.64		
 78.13   	 39.67   	 19.76   	  76.30		
 81.18   	 47.00   	 20.06   	  50.86		
 86.36   	 53.41   	 20.26   	  15.26		
 91.86   	 57.98   	 20.33(S)	  -5.09		
102.84   	 67.14   	 20.31   	 -10.17		
107.73   	 75.68   	 20.26   	 -10.17		
110.17   	 84.53   	 20.22   	 -10.17		
109.86   	 91.25   	 20.18   	 -15.26		
107.12   	 96.44   	 20.12   	 -25.43		
103.76   	102.54   	 20.02   	 -25.43		
100.40   	111.08   	 19.92   	 -25.43		
 95.52   	120.85   	 19.82   	 -25.43		
 87.89   	128.78   	 19.72   	 -30.52		
 77.21   	134.28   	 19.59   	 -35.61		
 65.92   	138.85   	 19.45   	 -35.61		
 58.90   	146.18   	 19.31   	 -35.61		
 56.46   	156.25   	 19.17   	 -25.43		
 56.76   	165.41   	 19.06   	 -30.52		
 59.20   	171.51   	 18.94   	 -30.52		
 64.39   	173.34   	 18.82   	 -20.35		
 73.55   	171.51   	 18.74   	 -20.35		
 85.14   	167.24   	 18.66   	 -10.17		
 94.30   	159.30   	 18.62   	 -10.17		
 97.05   	145.87   	 18.58   	  -5.09		
 94.30   	128.78   	 18.56   	 -10.17		
 89.42   	111.69   	 18.51   	 -15.26		
 84.23   	 94.91   	 18.45   	 -15.26		
 79.04   	 78.43   	 18.39   	 -20.35		
 73.24   	 61.34   	 18.31   	 -20.35		
 68.36   	 44.86   	 18.23   	 -25.43		
 66.53   	 30.82   	 18.13   	 -20.35		
 66.83   	 20.45   	 18.05   	 -15.26		
 64.70   	 12.21   	 17.99   	 -15.26		
 57.07   	  4.58   	 17.92   	 -10.17		
 43.03   	 -3.66   	 17.88   	 -15.26		
 28.69   	-11.29   	 17.82   	 -20.35		
 18.92   	-15.87   	 17.74   	 -40.69		
 15.56   	-17.40   	 17.58   	 -71.21		
 15.26   	-18.31   	 17.29   	-101.73		
 13.73   	-20.45   	 16.89   	-137.33		
 10.99   	-23.50   	 16.34   	-137.33		
 10.07   	-25.02   	 15.79   	-122.07		
 13.12   	-23.50   	 15.30   	-132.25		
 19.23   	-19.53   	 14.77   	-152.59		
 22.89   	-16.17   	 14.16   	-172.94		
 21.97   	-15.87   	 13.47   	-183.11		
 18.62   	-16.48   	 12.74   	-193.29		
 18.01   	-15.56   	 11.96   	-193.29		
 22.58   	-12.51   	 11.19   	-203.46		
 30.52   	 -8.54   	 10.38   	-213.63		
 36.93   	 -6.10   	  9.52   	-218.72		
 40.89   	 -5.19   	  8.65   	-239.06		
 43.64   	 -4.88   	  7.69   	-244.15		
 46.08   	 -3.97   	  6.71   	-249.24		
 47.30   	 -3.66   	  5.72   	-239.06		
 46.39   	 -5.19   	  4.76   	-218.72		
 43.33   	 -9.16   	  3.89   	-198.37		
 40.59   	-14.04   	  3.09   	-172.94		
 38.76   	-18.62   	  2.40   	-167.85		
 36.93   	-22.58   	  1.73   	-147.51		
 33.26   	-27.16   	  1.14   	-147.51		
 28.38   	-31.43   	  0.55   	-142.42		
 24.72   	-34.18   	 -0.02   	  N/A		
