SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		  SVC     	  SVC'		
 32.35   	  7.02   	 55.04   	 233.98		 68.85   	  30.52		  0.59   	   5.09		
 24.41   	 11.90   	 55.97   	 198.37		 68.97   	  15.26		  0.61   	  15.26		
 17.40   	 17.40   	 56.76   	 157.68		 69.03(S)	 -15.26		  0.67   	  10.17		
 11.29   	 23.80   	 57.40   	 127.16		 68.97   	 -45.78		  0.71   	  15.26		
  6.41   	 29.91   	 57.90   	  91.56		 68.79   	 -71.21		  0.77   	  10.17		
  1.83   	 36.32   	 58.27   	  81.38		 68.50   	-101.73		  0.81   	  15.26		
 -2.14   	 42.72   	 58.60   	  76.30		 68.10   	-122.07		  0.87   	  15.26		
 -5.80   	 50.05   	 58.90   	  81.38		 67.61   	-142.42		  0.94   	  20.35		
 -9.16   	 59.20   	 59.23   	 106.82		 67.04   	-167.85		  1.02   	  15.26		
-11.29   	 70.50   	 59.65   	 122.07		 66.37   	-193.29		  1.08   	  15.26		
-12.51   	 83.62   	 60.14   	 152.59		 65.59   	-223.80		  1.14   	  20.35		
-12.82   	 97.05   	 60.75   	 172.94		 64.70   	-244.15		  1.22   	  15.26		
-13.43   	109.25   	 61.44   	 193.29		 63.72   	-274.67		  1.28   	  20.35		
-14.65   	119.93   	 62.22   	 203.46		 62.62   	-310.27		  1.36   	  15.26		
-16.17   	128.78   	 63.03   	 208.54		 61.38   	-345.88		  1.42   	  20.35		
-17.40   	136.72   	 63.87   	 203.46		 60.00   	-371.31		  1.51   	  20.35		
-17.70   	144.04   	 64.68   	 198.37		 58.51   	-427.26		  1.59   	  15.26		
-17.40   	149.54   	 65.47   	 172.94		 56.81   	-478.13		  1.65   	  20.35		
-16.78   	152.89   	 66.16   	 147.51		 54.89   	-523.90		  1.73   	  20.35		
-16.48   	154.11   	 66.75   	 122.07		 52.80   	-579.86		  1.81   	  30.52		
-16.48   	154.42   	 67.24   	  91.56		 50.48   	-610.37		  1.93   	  25.43		
-16.48   	155.03   	 67.61   	  61.04		 48.04   	-625.63		  2.03   	  30.52		
-16.78   	156.86   	 67.85   	  40.69		 45.53   	-620.55		  2.16   	  30.52		
-16.48   	159.61   	 68.02   	  20.35		 43.05   	-610.37		  2.28   	  25.43		
-16.17   	162.66   	 68.10   	   5.09		 40.61   	-579.86		  2.38   	  20.35		
-15.56   	165.71   	 68.12(S)	  -5.09		 38.29   	-554.42		  2.46   	  20.35		
-13.73   	168.76   	 68.10   	 -10.17		 36.07   	-523.90		  2.54   	  20.35		
-11.90   	172.12   	 68.06   	  -5.09		 33.98   	-473.04		  2.62   	  10.17		
-10.07   	175.78   	 68.04   	 -10.17		 32.09   	-452.69		  2.67   	  10.17		
 -9.16   	181.88   	 68.00   	 -10.17		 30.27   	-432.35		  2.71   	   0.00		
 -8.85   	191.96   	 67.95   	 -10.17		 28.55   	-406.92		  2.71   	   5.09		
-10.07   	208.13   	 67.91   	 -15.26		 26.92   	-391.66		  2.73   	   5.09		
-12.51   	230.41   	 67.85   	 -25.43		 25.35   	-386.57		  2.75   	   0.00		
-15.56   	256.35   	 67.75   	 -40.69		 23.80   	-391.66		  2.75   	  -5.09		
-17.09   	280.15   	 67.59   	 -50.86		 22.24   	-391.66		  2.73   	   0.00		
-15.56   	297.24   	 67.39   	 -76.30		 20.67   	-391.66		  2.73   	  -5.09		
-10.07   	309.14   	 67.08   	 -91.56		 19.10   	-371.31		  2.71   	  -5.09		
 -1.83   	321.04   	 66.71   	-106.82		 17.62   	-350.97		  2.69   	   0.00		
  6.71   	339.05   	 66.29   	-127.16		 16.22   	-345.88		  2.69   	  -5.09		
 12.51   	363.77   	 65.78   	-137.33		 14.83   	-335.71		  2.67   	   0.00		
 13.73   	390.01   	 65.23   	-152.59		 13.49   	-325.53		  2.67   	   0.00		
 11.60   	408.02   	 64.62   	-162.77		 12.19   	-315.36		  2.67   	   0.00		
  9.77   	409.85   	 63.97   	-157.68		 10.93   	-310.27		  2.67   	   0.00		
 11.29   	394.90   	 63.34   	-162.77		  9.68   	-284.84		  2.67   	   5.09		
 18.31   	366.21   	 62.69   	-152.59		  8.55   	-264.50		  2.69   	   0.00		
 27.77   	330.20   	 62.08   	-142.42		  7.49   	-259.41		  2.69   	  -5.09		
 36.32   	293.27   	 61.51   	-127.16		  6.45   	-228.89		  2.67   	   0.00		
 39.67   	258.48   	 61.00   	-116.99		  5.53   	-203.46		  2.67   	   0.00		
 36.93   	224.61   	 60.53   	 -96.64		  4.72   	-198.37		  2.67   	   0.00		
 28.08   	189.51   	 60.14   	 -86.47		  3.93   	-172.94		  2.67   	   0.00		
 14.34   	152.59   	 59.80   	 -66.12		  3.23   	-132.25		  2.67   	   5.09		
 -2.14   	117.19   	 59.53   	 -61.04		  2.71   	-106.82		  2.69   	   5.09		
-18.01   	 89.42   	 59.29   	 -45.78		  2.28   	 -66.12		  2.71   	   5.09		
-29.91   	 74.77   	 59.10   	 -50.86		  2.01   	 -15.26		  2.73   	  10.17		
-34.48   	 72.33   	 58.90   	 -50.86		  1.95   	  10.17		  2.77   	  10.17		
-32.96   	 76.60   	 58.70   	 -61.04		  1.99   	  25.43		  2.81   	  15.26		
-28.69   	 80.87   	 58.45   	 -71.21		  2.10   	  25.43		  2.87   	  15.26		
-25.94   	 81.79   	 58.17   	 -81.38		  2.20   	  30.52		  2.93   	  20.35		
-25.94   	 79.65   	 57.84   	 -91.56		  2.32   	  20.35		  3.01   	  20.35		
-27.47   	 77.21   	 57.48   	 -96.64		  2.40   	   0.00		  3.09   	  20.35		
-28.69   	 75.68   	 57.09   	-101.73		  2.40   	 -15.26		  3.17   	  25.43		
-28.69   	 74.77   	 56.68   	-101.73		  2.34   	 -20.35		  3.28   	  20.35		
-27.77   	 73.55   	 56.28   	-101.73		  2.26   	 -35.61		  3.36   	  20.35		
-28.38   	 70.19   	 55.87   	 -96.64		  2.12   	 -50.86		  3.44   	  20.35		
-33.26   	 63.48   	 55.48   	 -86.47		  1.91   	 -55.95		  3.52   	  20.35		
-43.64   	 51.27   	 55.14   	 -76.30		  1.69   	 -55.95		  3.60   	  20.35		
-56.76   	 33.87   	 54.83   	 -66.12		  1.46   	 -55.95		  3.68   	  15.26		
-62.56   	 14.34   	 54.57   	 -66.12		  1.24   	 -50.86		  3.74   	  10.17		
-48.52   	  2.14   	 54.30   	 -55.95		  1.04   	 -45.78		  3.78   	  10.17		
 -6.71   	 10.07   	 54.08   	 -55.95		  0.85   	 -10.17		  3.83   	  10.17		
 57.37   	 49.13   	 53.86   	 -50.86		  0.81(D)	  20.35		  3.87   	   0.00		
114.44   	116.88   	 53.65   	 -50.86		  0.90   	  55.95		  3.87   	   0.00		
117.19   	194.70   	 53.45   	 -55.95		  1.12   	  91.56		  3.87   	   0.00		
 31.13   	253.30   	 53.22   	 -55.95		  1.49   	 142.42		  3.87   	  -5.09		
-146.18   	272.52   	 53.00   	 -55.95		  2.05   	 167.85		  3.85   	  -5.09		
-378.11   	243.53   	 52.78   	 -55.95		  2.73   	 183.11		  3.83   	 -10.17		
-602.11   	167.24   	 52.55   	 -61.04		  3.46   	 172.94		  3.78   	 -10.17		
-760.50   	 46.08   	 52.31   	 -61.04		  4.15   	 157.68		  3.74   	 -10.17		
-830.08   	-113.53   	 52.06   	 -55.95		  4.78   	 127.16		  3.70   	 -10.17		
-820.01   	-290.22   	 51.84   	 -61.04		  5.29   	  81.38		  3.66   	 -15.26		
-751.65   	-444.95   	 51.60   	 -55.95		  5.62   	  35.61		  3.60   	 -15.26		
-643.62   	-537.72   	 51.37   	 -55.95		  5.76   	 -10.17		  3.54   	 -15.26		
-508.12   	-548.10(R)	 51.15   	 -55.95		  5.72(E)	 -40.69		  3.48   	 -20.35		
-354.31   	-487.67   	 50.93   	 -45.78		  5.55   	 -61.04		  3.40   	 -25.43		
-198.97   	-386.35   	 50.74   	 -45.78		  5.31   	 -55.95		  3.30   	 -30.52		
-67.75   	-277.10   	 50.56   	 -45.78		  5.09   	 -30.52		  3.17   	 -30.52		
 18.62   	-185.24   	 50.38   	 -45.78		  4.96   	  15.26		  3.05   	 -35.61		
 54.93   	-129.09   	 50.19   	 -35.61		  5.03   	  45.78		  2.91   	 -45.78		
 54.32   	-116.58   	 50.05   	 -40.69		  5.21   	  66.12		  2.73   	 -40.69		
 39.98   	-137.63   	 49.89   	 -40.69		  5.47   	 111.90		  2.56   	 -35.61		
 31.74   	-167.54   	 49.73   	 -40.69		  5.92   	 167.85		  2.42   	 -40.69		
 36.01   	-184.94   	 49.56   	 -40.69		  6.59   	 223.80		  2.26   	 -35.61		
 47.61   	-183.72   	 49.40   	 -40.69		  7.49   	 295.01		  2.12   	 -30.52		
 57.37   	-175.48   	 49.24   	 -35.61		  8.67   	 361.14		  1.99   	 -25.43		
 61.04   	-174.26   	 49.09   	 -35.61		 10.11   	 437.43		  1.89   	 -10.17		
 60.73   	-184.63   	 48.95   	 -35.61		 11.86   	 493.39		  1.85   	  -5.09		
 60.73   	-199.28   	 48.81   	 -35.61		 13.84   	 457.78		  1.83   	  -5.09		
 62.56   	-208.74   	 48.67   	 -40.69		 15.67   	 412.00		  1.81   	   0.00		
 65.61   	-210.27   	 48.50   	 -35.61		 17.31   	 412.00		  1.81   	   5.09		
 68.36   	-205.99   	 48.36   	 -35.61		 18.96   	 412.00		  1.83   	   5.09		
 69.89   	-198.97   	 48.22   	 -35.61		 20.61   	 406.92		  1.85   	   0.00		
 70.80   	-190.73   	 48.08   	 -35.61		 22.24   	 427.26		  1.85   	   5.09		
 71.41   	-181.58   	 47.93   	 -40.69		 23.95   	 483.21		  1.87   	   5.09		
 72.94   	-171.81   	 47.77   	 -35.61		 25.88   	 513.73		  1.89   	  10.17		
 75.38   	-161.44   	 47.63   	 -35.61		 27.93   	 549.34		  1.93   	  -5.09		
 78.13   	-150.45   	 47.49   	 -30.52		 30.13   	 584.94		  1.91   	  -5.09		
 80.87   	-138.85   	 47.37   	 -35.61		 32.47   	 600.20		  1.89   	  -5.09		
 83.31   	-127.26   	 47.22   	 -35.61		 34.87   	 569.68		  1.87   	 -10.17		
 85.45   	-116.27   	 47.08   	 -30.52		 37.15   	 554.42		  1.83   	 -10.17		
 87.59   	-105.59   	 46.96   	 -30.52		 39.37   	 528.99		  1.79   	 -15.26		
 90.64   	-94.91   	 46.84   	 -30.52		 41.49   	 483.21		  1.73   	 -10.17		
 93.69   	-84.23   	 46.71   	 -30.52		 43.42   	 432.35		  1.69   	 -15.26		
 97.35   	-74.77   	 46.59   	 -30.52		 45.15   	 386.57		  1.63   	 -20.35		
101.01   	-67.44   	 46.47   	 -30.52		 46.69   	 315.36		  1.55   	 -15.26		
104.37   	-63.17   	 46.35   	 -30.52		 47.96   	 259.41		  1.49   	 -15.26		
107.42   	-63.17   	 46.23   	 -35.61		 48.99   	 213.63		  1.42   	 -20.35		
110.17   	-66.22   	 46.08   	 -30.52		 49.85   	 178.03		  1.34   	 -20.35		
112.00   	-70.19   	 45.96   	 -35.61		 50.56   	 157.68		  1.26   	 -20.35		
114.44   	-71.72   	 45.82   	 -30.52		 51.19   	 157.68		  1.18   	 -20.35		
117.19   	-67.75   	 45.70   	 -35.61		 51.82   	 147.51		  1.10   	 -20.35		
121.15   	-57.37   	 45.55   	 -35.61		 52.41   	 147.51		  1.02   	 -20.35		
125.73   	-43.33   	 45.41   	 -40.69		 53.00   	 162.77		  0.94   	 -15.26		
130.62   	-28.69   	 45.25   	 -30.52		 53.65   	 178.03		  0.87   	 -15.26		
134.89   	-17.09   	 45.13   	 -30.52		 54.36   	 183.11		  0.81   	 -10.17		
138.55   	 -9.46   	 45.00   	 -30.52		 55.10   	 188.20		  0.77   	 -10.17		
140.99   	 -5.19   	 44.88   	 -20.35		 55.85   	 178.03		  0.73   	  -5.09		
143.74   	 -2.14   	 44.80   	 -25.43		 56.56   	 162.77		  0.71   	  -5.09		
146.48   	  1.22   	 44.70   	 -15.26		 57.21   	 157.68		  0.69   	  -5.09		
149.23   	  5.19   	 44.64   	 -10.17		 57.84   	 142.42		  0.67   	   0.00		
151.67   	 10.07   	 44.60   	 -10.17		 58.41   	 142.42		  0.67   	   0.00		
153.81   	 15.87   	 44.56   	 -10.17		 58.98   	 137.33		  0.67   	   0.00		
155.03   	 23.19   	 44.52(D)	   0.00		 59.53   	 132.25		  0.67   	   0.00		
156.25   	 32.96   	 44.52   	   0.00		 60.06   	 137.33		  0.67   	  -5.09		
157.17   	 46.08   	 44.52   	   5.09		 60.61   	 147.51		  0.65   	  -5.09		
157.78   	 62.26   	 44.54   	  10.17		 61.20   	 142.42		  0.63   	  -5.09		
156.86   	 80.26   	 44.58   	  25.43		 61.77   	 147.51		  0.61   	 -10.17		
154.72   	 99.79   	 44.68   	  45.78		 62.36   	 152.59		  0.57   	 -10.17		
149.54   	118.71   	 44.86   	  66.12		 62.97   	 157.68		  0.53   	 -10.17		
141.30   	136.41   	 45.13   	 101.73		 63.60   	 152.59		  0.49   	 -10.17		
130.62   	152.59   	 45.53   	 137.33		 64.21   	 162.77		  0.45   	 -10.17		
118.10   	166.93   	 46.08   	 183.11		 64.86   	 147.51		  0.41   	  -5.09		
105.59   	180.36   	 46.82   	 218.72		 65.45   	 152.59		  0.39   	   0.00		
 94.91   	192.87   	 47.69   	 259.41		 66.06   	 147.51		  0.39   	   0.00		
 85.14   	203.25   	 48.73   	 289.93		 66.65   	 137.33		  0.39   	   0.00		
 75.99   	210.88   	 49.89   	 305.19		 67.20   	 116.99		  0.39   	   5.09		
 65.92   	214.84   	 51.11   	 310.27		 67.67   	 111.90		  0.41   	  15.26		
 55.24   	216.06   	 52.35   	 295.01		 68.12   	  96.64		  0.47   	  10.17		
 44.56   	215.45   	 53.53   	 274.67		 68.50   	  71.21		  0.51   	  10.17		
 34.48   	213.93   	 54.63   	 239.06		 68.79   	  35.61		  0.55   	  15.26		
 25.63   	211.49   	 55.58   	 208.54		 68.93   	  10.17		  0.61   	  15.26		
 17.70   	207.52   	 56.42   	 167.85		 68.97(S)	  -5.09		  0.67   	  15.26		
 10.68   	202.03   	 57.09   	 137.33		 68.95   	 -35.61		  0.73   	  15.26		
  4.27   	194.70   	 57.64   	 101.73		 68.81   	 -66.12		  0.79   	  15.26		
 -1.22   	186.16   	 58.05   	  91.56		 68.55   	 -86.47		  0.85   	  20.35		
 -5.19   	177.00   	 58.41   	  86.47		 68.20   	-116.99		  0.94   	  15.26		
 -8.54   	168.15   	 58.76   	  86.47		 67.73   	-142.42		  1.00   	  15.26		
-10.38   	162.05   	 59.10   	 101.73		 67.16   	-167.85		  1.06   	  20.35		
-12.21   	159.91   	 59.51   	 122.07		 66.49   	-188.20		  1.14   	  15.26		
-14.04   	161.44   	 60.00   	 137.33		 65.74   	-213.63		  1.20   	  20.35		
-16.17   	166.63   	 60.55   	 167.85		 64.88   	-239.06		  1.28   	  20.35		
-18.62   	173.95   	 61.22   	 183.11		 63.93   	-259.41		  1.36   	  25.43		
-21.06   	183.72   	 61.95   	 203.46		 62.89   	-300.10		  1.46   	  15.26		
-22.28   	196.53   	 62.77   	 203.46		 61.69   	-335.71		  1.53   	  20.35		
-22.28   	211.49   	 63.58   	 198.37		 60.35   	-371.31		  1.61   	  15.26		
-21.06   	227.97   	 64.37   	 193.29		 58.86   	-412.00		  1.67   	  20.35		
-19.84   	243.53   	 65.15   	 178.03		 57.21   	-462.87		  1.75   	  20.35		
-19.23   	257.57   	 65.86   	 157.68		 55.36   	-513.73		  1.83   	  20.35		
-19.23   	269.78   	 66.49   	 127.16		 53.31   	-569.68		  1.91   	  20.35		
-19.53   	281.37   	 67.00   	 101.73		 51.03   	-600.20		  1.99   	  30.52		
-19.84   	292.36   	 67.41   	  71.21		 48.63   	-610.37		  2.12   	  30.52		
-19.23   	303.96   	 67.69   	  45.78		 46.18   	-625.63		  2.24   	  20.35		
-18.01   	316.47   	 67.87   	  30.52		 43.68   	-615.46		  2.32   	  25.43		
-16.78   	329.28   	 68.00   	  10.17		 41.22   	-584.94		  2.42   	  25.43		
-14.95   	341.19   	 68.04(S)	   0.00		 38.88   	-564.60		  2.52   	  15.26		
-13.43   	350.65   	 68.04   	  -5.09		 36.62   	-518.82		  2.58   	  15.26		
-12.21   	357.06   	 68.02   	 -15.26		 34.55   	-483.21		  2.64   	  15.26		
-10.99   	361.02   	 67.95   	 -10.17		 32.61   	-452.69		  2.71   	   5.09		
 -9.77   	365.30   	 67.91   	 -15.26		 30.80   	-427.26		  2.73   	   0.00		
 -8.24   	374.15   	 67.85   	 -20.35		 29.09   	-412.00		  2.73   	   5.09		
 -7.63   	391.24   	 67.77   	 -25.43		 27.45   	-406.92		  2.75   	   0.00		
 -8.24   	416.56   	 67.67   	 -30.52		 25.82   	-391.66		  2.75   	   0.00		
-10.38   	447.69   	 67.55   	 -40.69		 24.25   	-386.57		  2.75   	   0.00		
-12.82   	478.21   	 67.39   	 -50.86		 22.71   	-396.74		  2.75   	   0.00		
-13.43   	501.71   	 67.18   	 -66.12		 21.12   	-396.74		  2.75   	  -5.09		
-10.99   	516.66   	 66.92   	 -86.47		 19.53   	-376.40		  2.73   	  -5.09		
 -5.19   	527.34   	 66.57   	 -96.64		 18.03   	-366.22		  2.71   	  -5.09		
  2.75   	541.08   	 66.18   	-122.07		 16.56   	-356.05		  2.69   	   0.00		
  9.77   	562.74   	 65.70   	-162.77		 15.14   	-371.31		  2.69   	   0.00		
 13.43   	614.32   	 65.05   	-167.85		 13.65   	-361.14		  2.69   	   0.00		
 11.60   	624.39   	 64.37   	-172.94		 12.21   	-330.62		  2.69   	   0.00		
 10.99   	615.84   	 63.68   	-167.85		 10.89   	-305.19		  2.69   	   0.00		
 14.34   	589.60   	 63.01   	-167.85		  9.66   	-289.93		  2.69   	   0.00		
 21.67   	551.15   	 62.34   	-152.59		  8.50   	-279.75		  2.69   	   0.00		
 30.21   	506.90   	 61.73   	-142.42		  7.39   	-249.24		  2.69   	   0.00		
 36.01   	462.04   	 61.16   	-127.16		  6.39   	-233.98		  2.69   	  -5.09		
 36.01   	417.79   	 60.65   	-111.90		  5.45   	-218.72		  2.67   	   5.09		
 30.52   	373.23   	 60.20   	 -96.64		  4.58   	-178.03		  2.69   	   0.00		
 20.14   	328.37   	 59.82   	 -76.30		  3.87   	-147.51		  2.69   	   5.09		
  6.41   	285.03   	 59.51   	 -61.04		  3.28   	-127.16		  2.71   	   0.00		
 -7.63   	248.72   	 59.27   	 -61.04		  2.77   	 -91.56		  2.71   	   5.09		
-19.23   	224.30   	 59.02   	 -50.86		  2.40   	 -35.61		  2.73   	  10.17		
-26.25   	213.01   	 58.82   	 -50.86		  2.26   	 -10.17		  2.77   	  10.17		
-27.77   	210.57   	 58.62   	 -55.95		  2.22   	   5.09		  2.81   	  15.26		
-25.94   	210.57   	 58.39   	 -66.12		  2.24   	  15.26		  2.87   	  15.26		
-23.80   	208.44   	 58.13   	 -76.30		  2.30   	  30.52		  2.93   	  20.35		
-23.80   	203.86   	 57.82   	 -81.38		  2.42   	  20.35		  3.01   	  20.35		
-25.63   	199.89   	 57.50   	 -91.56		  2.50   	  -5.09		  3.09   	  15.26		
-27.47   	198.97   	 57.13   	-101.73		  2.48   	 -25.43		  3.15   	  20.35		
-28.08   	200.81   	 56.72   	 -96.64		  2.38   	 -25.43		  3.23   	  20.35		
-28.08   	203.55   	 56.34   	-101.73		  2.28   	 -40.69		  3.32   	  25.43		
-28.38   	205.69   	 55.93   	 -96.64		  2.12   	 -61.04		  3.42   	  20.35		
-30.82   	205.99   	 55.54   	 -91.56		  1.87   	 -61.04		  3.50   	  20.35		
-37.84   	203.25   	 55.18   	 -86.47		  1.63   	 -66.12		  3.58   	  20.35		
-57.98   	187.68   	 54.83   	 -81.38		  1.36   	 -61.04		  3.66   	  15.26		
-51.88   	181.88   	 54.51   	 -71.21		  1.12   	 -30.52		  3.72   	  15.26		
-20.14   	191.04   	 54.22   	 -61.04		  1.00(D)	   5.09		  3.78   	  15.26		
 38.45   	227.66   	 53.98   	 -55.95		  1.02   	  35.61		  3.85   	   5.09		
104.37   	296.94   	 53.75   	 -55.95		  1.16   	  71.21		  3.87   	   5.09		
134.89   	386.96   	 53.53   	 -55.95		  1.44   	 106.82		  3.89   	   0.00		
 86.67   	471.80   	 53.31   	 -50.86		  1.87   	 127.16		  3.89   	   5.09		
-58.29   	524.29   	 53.10   	 -61.04		  2.38   	 157.68		  3.91(A)	  -5.09		
-277.40   	529.48(R)	 52.86   	 -55.95		  3.01   	 172.94		  3.89   	  -5.09		
-515.14   	481.87   	 52.63   	 -61.04		  3.70   	 157.68		  3.87   	  -5.09		
-706.18   	383.30   	 52.39   	 -61.04		  4.33   	 132.25		  3.85   	 -10.17		
-811.46   	239.26   	 52.15   	 -61.04		  4.86   	 106.82		  3.80   	 -15.26		
-829.77   	 66.83   	 51.90   	 -61.04		  5.29   	  71.21		  3.74   	 -10.17		
-781.56   	-99.49   	 51.66   	 -66.12		  5.57   	  20.35		  3.70   	 -15.26		
-687.26   	-216.06   	 51.39   	 -61.04		  5.66   	 -25.43		  3.64   	 -20.35		
-561.83   	-254.21   	 51.15   	 -50.86		  5.55   	 -45.78		  3.56   	 -20.35		
-413.82   	-213.93   	 50.95   	 -55.95		  5.37   	 -61.04		  3.48   	 -25.43		
-255.74   	-120.54   	 50.72   	 -50.86		  5.13   	 -45.78		  3.38   	 -30.52		
-111.69   	 -6.71   	 50.52   	 -45.78		  4.94   	 -15.26		  3.26   	 -35.61		
 -6.10   	101.01   	 50.34   	 -40.69		  4.88   	  20.35		  3.11   	 -35.61		
 48.22   	182.50   	 50.17   	 -45.78		  4.96   	  45.78		  2.97   	 -40.69		
 58.59   	223.39   	 49.99   	 -40.69		  5.15   	  76.30		  2.81   	 -40.69		
 46.39   	224.30   	 49.83   	 -40.69		  5.45   	 111.90		  2.64   	 -35.61		
 34.18   	202.94   	 49.66   	 -40.69		  5.90   	 167.85		  2.50   	 -35.61		
 34.18   	184.02   	 49.50   	 -40.69		  6.57   	 315.36		  2.36   	 -35.61		
 56.46   	196.84   	 49.34   	 -40.69		  7.83   	 366.22		  2.22   	 -25.43		
 62.87   	213.01   	 49.18   	 -45.78		  9.30   	 412.00		  2.12   	 -20.35		
 63.48   	220.64   	 48.99   	 -35.61		 10.95   	 473.04		  2.03   	  -5.09		
 62.26   	220.64   	 48.85   	 -40.69		 12.84   	 478.13		  2.01   	  -5.09		
 62.87   	219.73   	 48.69   	 -35.61		 14.75   	 417.09		  1.99   	   0.00		
 65.61   	222.17   	 48.55   	 -40.69		 16.42   	 396.74		  1.99   	  -5.09		
 69.58   	227.97   	 48.38   	 -40.69		 18.01   	 422.18		  1.97   	   0.00		
 73.24   	235.29   	 48.22   	 -35.61		 19.69   	 427.26		  1.97   	   0.00		
 75.99   	242.61   	 48.08   	 -40.69		 21.40   	 432.35		  1.97   	  -5.09		
 77.21   	249.33   	 47.91   	 -40.69		 23.13   	 473.04		  1.95   	   0.00		
 78.13   	255.43   	 47.75   	 -40.69		 25.03   	 523.90		  1.95   	   0.00		
 79.04   	261.84   	 47.59   	 -40.69		 27.12   	 559.51		  1.95   	  -5.09		
 81.48   	269.78   	 47.43   	 -35.61		 29.36   	 584.94		  1.93   	  -5.09		
 84.53   	279.24   	 47.28   	 -35.61		 31.70   	 615.46		  1.91   	 -10.17		
 87.59   	289.31   	 47.14   	 -30.52		 34.16   	 615.46		  1.87   	 -10.17		
 90.03   	297.24   	 47.02   	 -35.61		 36.62   	 574.77		  1.83   	 -10.17		
 91.55   	302.43   	 46.88   	 -30.52		 38.92   	 544.25		  1.79   	 -15.26		
 93.08   	305.48   	 46.75   	 -25.43		 41.10   	 508.65		  1.73   	 -10.17		
 95.52   	307.31   	 46.65   	 -30.52		 43.13   	 452.69		  1.69   	 -15.26		
 98.57   	309.45   	 46.53   	 -30.52		 44.94   	 386.57		  1.63   	 -15.26		
102.54   	312.19   	 46.41   	 -25.43		 46.49   	 330.62		  1.57   	 -10.17		
106.51   	314.94   	 46.31   	 -35.61		 47.81   	 269.58		  1.53   	 -10.17		
109.86   	316.77   	 46.16   	 -30.52		 48.89   	 223.80		  1.49   	 -15.26		
113.22   	317.08   	 46.04   	 -35.61		 49.79   	 188.20		  1.42   	 -15.26		
115.66   	315.25   	 45.90   	 -40.69		 50.54   	 178.03		  1.36   	 -10.17		
120.54   	308.53   	 45.74   	 -40.69		 51.25   	 167.85		  1.32   	 -15.26		
123.29   	305.48   	 45.57   	 -40.69		 51.92   	 172.94		  1.26   	 -10.17		
126.95   	303.96   	 45.41   	 -40.69		 52.61   	 183.11		  1.22   	 -10.17		
130.31   	303.65   	 45.25   	 -35.61		 53.35   	 193.29		  1.18   	  -5.09		
133.06   	303.34   	 45.11   	 -35.61		 54.12   	 208.54		  1.16   	 -10.17		
134.89   	303.34   	 44.96   	 -30.52		 54.95   	 203.46		  1.12   	 -10.17		
136.11   	303.65   	 44.84   	 -25.43		 55.77   	 198.37		  1.08   	  -5.09		
138.24   	303.96   	 44.74   	 -20.35		 56.56   	 193.29		  1.06   	   0.00		
141.91   	304.57   	 44.66   	 -20.35		 57.33   	 178.03		  1.06   	  -5.09		
145.87   	305.18   	 44.58   	 -10.17		 58.05   	 157.68		  1.04   	   5.09		
149.23   	305.48   	 44.54   	 -15.26		 58.68   	 157.68		  1.06   	   0.00		
151.37   	306.09   	 44.48   	  -5.09		 59.31   	 152.59		  1.06(V)	  -5.09		
151.98   	307.62   	 44.46   	 -10.17		 59.92   	 137.33		  1.04   	   0.00		
151.67   	310.97   	 44.41   	  -5.09		 60.47   	 132.25		  1.04   	  -5.09		
151.67   	315.86   	 44.39(D)	   5.09		 61.00   	 142.42		  1.02   	  -5.09		
151.67   	321.96   	 44.41   	   5.09		 61.57   	 147.51		  1.00   	 -10.17		
150.76   	327.76   	 44.44   	  25.43		 62.16   	 142.42		  0.96   	 -10.17		
148.01   	333.25   	 44.54   	  35.61		 62.73   	 157.68		  0.92   	 -10.17		
142.82   	338.44   	 44.68   	  61.04		 63.36   	 167.85		  0.87   	  -5.09		
135.50   	343.63   	 44.92   	  91.56		 64.03   	 167.85		  0.85   	  -5.09		
126.34   	349.73   	 45.29   	 132.25		 64.70   	 157.68		  0.83   	  -5.09		
116.58   	356.75   	 45.82   	 172.94		 65.33   	 162.77		  0.81   	   0.00		
106.81   	364.99   	 46.51   	 218.72		 65.98   	 157.68		  0.81   	  10.17		
 97.05   	374.15   	 47.39   	 259.41		 66.61   	 147.51		  0.85   	   5.09		
 86.98   	383.61   	 48.42   	 289.93		 67.20   	 147.51		  0.87   	  10.17		
 75.99   	392.15   	 49.58   	 315.36		 67.79   	 137.33		  0.92   	  15.26		
 65.00   	399.48   	 50.84   	 315.36		 68.34   	 122.07		  0.98   	  20.35		
 54.02   	404.97   	 52.11   	 310.27		 68.83   	 101.73		  1.06   	  20.35		
 44.25   	408.02   	 53.35   	 289.93		 69.24   	  81.38		  1.14   	  20.35		
 35.40   	409.55   	 54.51   	 259.41		 69.56   	  50.86		  1.22   	  20.35		
 27.47   	409.85   	 55.54   	 218.72		 69.77   	  25.43		  1.30   	  25.43		
 20.14   	409.55   	 56.42   	 188.20		 69.87   	   5.09		  1.40   	  20.35		
 13.73   	410.16   	 57.17   	 147.51		 69.89(S)	 -15.26		  1.49   	  25.43		
  7.63   	411.68   	 57.76   	 116.99		 69.83   	 -45.78		  1.59   	  20.35		
